epoch_s,datetime_utc,direction,target_bw_mbps,gnb,interval_start_s,interval_end_s,mbps,bytes,retransmits,gnb_pkg0_watts,gnb_total_watts,gnb_cpu_load,nof_ues,handover_phase
1787049438.5,2026-08-18T10:37:18.500Z,ul,50,gnb2,6.0,7.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049439.5,2026-08-18T10:37:19.500Z,ul,50,gnb2,7.0,8.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049440.5,2026-08-18T10:37:20.500Z,ul,50,gnb2,8.0,9.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049441.5,2026-08-18T10:37:21.500Z,ul,50,gnb2,9.0,10.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049442.5,2026-08-18T10:37:22.500Z,ul,50,gnb2,10.0,11.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049443.5,2026-08-18T10:37:23.500Z,ul,50,gnb2,11.0,12.0,0.0,0,0,12.549,23.37,0.12,1,post
1787049444.5,2026-08-18T10:37:24.500Z,ul,50,gnb2,12.0,13.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049445.5,2026-08-18T10:37:25.500Z,ul,50,gnb2,13.0,14.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049446.5,2026-08-18T10:37:26.500Z,ul,50,gnb2,14.0,15.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049447.5,2026-08-18T10:37:27.500Z,ul,50,gnb2,15.0,16.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049448.5,2026-08-18T10:37:28.500Z,ul,50,gnb2,16.0,17.0,1.0485,131072,0,12.549,23.37,0.12,1,post
1787049449.5,2026-08-18T10:37:29.500Z,ul,50,gnb2,17.0,18.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049450.5,2026-08-18T10:37:30.500Z,ul,50,gnb2,18.0,19.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049451.5,2026-08-18T10:37:31.500Z,ul,50,gnb2,19.0,20.0,1.0485,131072,0,12.549,23.37,0.12,1,post
1787049452.5,2026-08-18T10:37:32.500Z,ul,50,gnb2,20.0,21.0,1.0486,131072,0,12.549,23.37,0.12,1,post
1787049453.5,2026-08-18T10:37:33.500Z,ul,50,gnb2,21.0,22.0,1.0486,131072,15,12.549,23.37,0.12,1,post
1787049454.5,2026-08-18T10:37:34.500Z,ul,50,gnb2,22.0,23.0,0.0,0,27,12.549,23.37,0.12,1,post
1787049455.5,2026-08-18T10:37:35.500Z,ul,50,gnb2,23.0,24.0,0.0,0,27,12.549,23.37,0.12,1,post
1787049456.5,2026-08-18T10:37:36.500Z,ul,50,gnb2,24.0,25.0,0.0,0,23,12.549,23.37,0.12,1,post
1787049457.5,2026-08-18T10:37:37.500Z,ul,50,gnb2,25.0,26.0,0.0,0,32,12.549,23.37,0.12,1,post
1787049458.5,2026-08-18T10:37:38.500Z,ul,50,gnb2,26.0,27.0,0.0,0,15,12.549,23.37,0.12,1,post
1787049459.5,2026-08-18T10:37:39.500Z,ul,50,gnb2,27.0,28.0,0.0,0,0,12.549,23.37,0.12,1,post
1787049460.5,2026-08-18T10:37:40.500Z,ul,50,gnb2,28.0,29.0,0.0,0,0,12.549,23.37,0.12,1,post
1787049461.5,2026-08-18T10:37:41.500Z,ul,50,gnb2,29.0,30.0,1.0485,131072,0,12.549,23.37,0.12,1,post
