epoch_s,datetime_utc,gnb,handover_phase,gnb_pkg0_watts,gnb_total_watts,nof_ues,timestamp,node_cpu_user_pct,node_cpu_sys_pct,node_cpu_iowait_pct,node_cpu_irq_pct,node_cpu_softirq_pct,node_cpu_idle_pct,node_mem_total_MB,node_mem_used_MB,node_mem_free_MB,node_mem_avail_MB,node_swap_used_MB,node_load1,node_load5,node_load15,node_intr_per_s,node_ctxt_per_s,node_softirq_NET_RX_per_s,node_softirq_NET_TX_per_s,node_softirq_TIMER_per_s,node_softirq_SCHED_per_s,node_softirq_TASKLET_per_s,node_softirq_RCU_per_s,node_net_rx_bytes_s,node_net_tx_bytes_s,node_net_rx_pkts_s,node_net_tx_pkts_s,node_net_rx_drop_total,node_net_tx_drop_total,node_temp_core_max_C,node_cpu_freq_max_hz,node_rapl_package_uj_delta,node_cpu0_pct,node_cpu1_pct,node_cpu2_pct,node_cpu3_pct,node_cpu4_pct,node_cpu5_pct,node_cpu6_pct,node_cpu7_pct,node_cpu8_pct,node_cpu9_pct,node_cpu10_pct,node_cpu11_pct,node_cpu12_pct,node_cpu13_pct,node_cpu14_pct,node_cpu15_pct,node_cpu16_pct,node_cpu17_pct,node_cpu18_pct,node_cpu19_pct,node_cpu20_pct,node_cpu21_pct,node_cpu22_pct,node_cpu23_pct,node_cpu24_pct,node_cpu25_pct,node_cpu26_pct,node_cpu27_pct,node_cpu28_pct,node_cpu29_pct,node_cpu30_pct,node_cpu31_pct,proc_pid,proc_name,proc_cpu_user_pct,proc_cpu_sys_pct,proc_cpu_total_pct,proc_utime_s_delta,proc_stime_s_delta,proc_rss_kB,proc_vsz_kB,proc_vmhwm_kB,proc_threads,proc_vol_ctxsw_s,proc_nonvol_ctxsw_s,proc_schedrun_ns,proc_schedwait_ns,proc_schedrun_count,proc_open_fds
1787024355.000,2026-08-18T03:39:15.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:15,11.71,17.11,0.0,0.0,3.73,67.44,64297.0,40971.4,598.6,23325.6,48.8,12.18,13.4,13.6,678577,1533748,53937,10284,418,7632,10991,4273,1398,23,22,0,1937404,0,69.0,1698141,0,37.97,22.62,34.82,26.73,37.07,21.89,34.8,26.27,36.09,26.82,36.64,25.23,38.72,24.78,41.41,22.42,46.15,17.78,42.92,23.61,47.79,20.89,44.02,25.0,43.88,24.88,47.58,26.58,46.53,19.63,38.98,21.59,110735,enb_ue50.conf,9.98,13.19,23.17,0.28,0.37,855588,1666488,855588,15,100.5,11.8,2818458112004,1139964143566,258743846,-1
1787024358.000,2026-08-18T03:39:18.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:18,12.05,17.62,0.0,0.0,3.86,66.48,64297.0,40969.4,600.5,23327.6,48.8,11.92,13.32,13.58,673233,1526116,53845,10013,418,7673,11033,4190,1361,0,17,0,1937406,0,70.0,1698146,0,36.05,25.23,37.87,26.17,36.4,23.38,37.29,23.83,37.18,27.27,34.76,27.31,33.48,22.43,45.19,22.22,46.94,20.54,44.96,28.77,45.87,22.77,44.96,30.84,45.61,24.64,47.79,27.52,46.56,20.91,38.4,25.96,110735,enb_ue50.conf,7.39,14.77,22.16,0.21,0.42,855588,1666488,855588,15,97.8,14.8,2818462143176,1139966672610,258744166,-1
1787024360.000,2026-08-18T03:39:20.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:20,11.8,17.16,0.0,0.0,3.78,67.26,64297.0,40969.6,600.2,23327.4,48.8,11.92,13.32,13.58,674895,1535244,53835,10161,414,7673,10984,4183,1527,23,22,0,1937407,0,69.0,1698149,0,37.66,26.13,35.71,26.51,39.51,21.08,37.23,22.75,35.96,23.19,34.65,26.76,36.91,19.55,45.64,23.04,46.94,20.45,46.28,25.35,49.6,22.62,46.03,23.36,43.04,24.06,45.34,23.67,44.77,20.0,37.55,22.02,110735,enb_ue50.conf,7.91,14.75,22.66,0.22,0.41,855588,1666488,855588,15,100.0,17.3,2818466278936,1139968661255,258744492,-1
1787024363.000,2026-08-18T03:39:23.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:23,11.96,17.08,0.0,0.0,3.81,67.14,64297.0,40970.1,599.6,23326.9,48.8,12.73,13.47,13.62,678157,1534068,53882,10010,400,7680,10970,4266,1421,0,21,0,1937409,0,69.0,2397368,0,35.87,21.27,38.89,25.68,38.03,19.74,40.33,22.27,36.56,26.01,36.96,25.99,36.84,24.77,45.19,23.79,46.89,20.09,44.92,24.07,46.22,20.44,49.21,20.55,46.44,24.2,47.76,28.12,45.15,22.12,38.16,18.92,110735,enb_ue50.conf,9.61,13.17,22.78,0.27,0.37,855588,1666488,855588,15,99.6,15.3,2818469885433,1139970294941,258744815,-1
1787024366.000,2026-08-18T03:39:26.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:26,11.72,16.61,0.0,0.0,3.62,68.05,64297.0,40970.4,599.2,23326.6,48.8,13.39,13.59,13.66,676943,1539563,53694,10181,429,7624,10889,4227,1403,0,22,0,1937410,0,69.0,2397335,0,39.42,21.65,38.82,22.79,36.05,19.48,37.76,22.58,37.55,27.06,35.19,23.47,37.5,21.7,43.98,24.56,43.1,13.9,45.27,24.2,46.28,20.8,45.45,20.56,44.49,21.96,44.35,23.96,44.86,24.89,37.45,19.91,110735,enb_ue50.conf,9.58,13.49,23.07,0.27,0.38,855588,1666488,855588,15,99.4,10.6,2818473427848,1139971572458,258745125,-1
1787024369.000,2026-08-18T03:39:29.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:29,11.89,16.86,0.0,0.0,3.9,67.34,64297.0,40968.8,600.6,23328.2,48.8,13.39,13.59,13.66,676467,1535123,53745,10455,443,7654,10932,4142,842,0,13,0,1937411,0,68.0,2397351,0,39.32,24.34,38.89,24.43,38.3,17.62,37.39,23.18,36.96,28.38,32.6,24.66,38.96,23.39,46.5,20.27,49.21,18.14,45.38,22.69,47.33,20.18,47.13,20.0,47.98,23.5,45.56,24.42,45.53,21.7,39.39,16.29,110735,enb_ue50.conf,9.23,14.2,23.43,0.26,0.4,855588,1666488,855588,15,99.4,15.3,2818477075944,1139973578606,258745448,-1
1787024372.000,2026-08-18T03:39:32.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:32,11.28,17.31,0.0,0.0,3.75,67.67,64297.0,40969.4,600.0,23327.6,48.8,13.36,13.58,13.66,678677,1538289,53803,10165,438,7715,10917,4237,1505,0,23,0,1937413,0,70.0,1798026,0,35.84,19.64,37.99,23.64,38.4,18.26,36.91,24.0,37.87,25.99,34.08,23.29,38.36,24.2,45.19,22.42,46.47,16.67,45.64,23.29,46.5,22.22,47.62,21.0,46.69,20.19,47.81,23.96,45.8,24.2,39.83,17.27,110735,enb_ue50.conf,8.53,13.87,22.4,0.24,0.39,855588,1666488,855588,15,99.2,16.4,2818480573481,1139974856688,258745773,-1
1787024375.000,2026-08-18T03:39:35.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:35,11.55,16.81,0.0,0.0,3.59,68.05,64297.0,40969.5,599.8,23327.5,48.8,13.36,13.58,13.66,678700,1539180,53710,9493,488,7693,10873,4300,1050,23,16,0,1937414,0,69.0,1798024,0,34.96,23.35,38.3,24.43,34.8,17.98,34.65,20.66,36.96,25.11,37.82,22.54,38.36,24.88,44.77,20.18,45.68,19.31,43.46,23.85,48.21,18.83,44.73,21.0,44.81,24.07,47.18,22.54,46.5,25.22,37.99,18.02,110735,enb_ue50.conf,10.33,11.76,22.09,0.29,0.33,855588,1666488,855588,15,99.4,12.1,2818484007319,1139976555621,258746086,-1
1787024377.000,2026-08-18T03:39:37.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:37,11.53,17.21,0.0,0.0,3.73,67.52,64297.0,40968.0,601.2,23329.0,48.8,13.89,13.69,13.69,675194,1537773,53661,9506,456,7650,10942,4179,1596,0,25,0,1937416,0,70.0,1798023,0,39.08,19.81,40.98,23.47,33.63,18.5,37.29,21.3,37.5,24.06,36.05,29.78,36.91,26.99,42.8,21.92,46.31,20.35,45.0,22.64,45.71,21.3,45.49,22.67,44.63,24.06,45.23,24.09,44.54,24.77,40.25,19.46,110735,enb_ue50.conf,8.89,13.16,22.05,0.25,0.37,855588,1666488,855588,15,99.6,13.2,2818487524159,1139978352300,258746403,-1
1787024380.000,2026-08-18T03:39:40.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:40,11.71,17.35,0.0,0.0,3.95,66.99,64297.0,40969.4,599.8,23327.6,48.8,13.89,13.69,13.69,672031,1531825,53477,9740,435,7616,10883,4202,1104,25,17,0,1937417,0,69.0,1698138,0,33.48,26.2,38.49,25.12,36.29,19.48,36.82,27.83,35.9,24.65,34.76,25.23,36.09,24.65,43.04,24.09,45.9,18.47,46.12,24.06,47.41,20.8,45.68,24.09,47.01,27.48,45.93,23.56,45.49,29.03,36.8,21.72,110735,enb_ue50.conf,8.88,13.14,22.02,0.25,0.37,855588,1666488,855588,15,99.8,12.4,2818491224826,1139979677087,258746719,-1
1787024383.000,2026-08-18T03:39:43.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:43,11.56,17.74,0.0,0.0,3.87,66.82,64297.0,40970.2,599.0,23326.8,48.8,15.26,13.98,13.79,676106,1528123,53463,9929,465,7636,10874,4308,1185,0,18,0,1937418,0,69.0,1798026,0,36.96,21.76,38.3,26.79,39.75,18.58,36.6,25.0,38.46,23.72,35.81,28.18,37.5,20.39,45.42,21.1,45.38,21.79,43.78,24.77,48.59,21.4,47.41,25.44,44.73,26.58,46.25,24.55,47.37,25.45,40.08,21.83,110735,enb_ue50.conf,7.77,14.14,21.91,0.22,0.4,855588,1666488,855588,15,98.2,16.6,2818495045132,1139981907925,258747044,-1
1787024386.000,2026-08-18T03:39:46.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:46,10.96,16.25,0.0,0.0,3.77,69.02,64297.0,40968.5,600.6,23328.5,48.8,15.0,13.94,13.78,682484,1541193,53471,9908,455,7574,10860,4216,1461,56,21,1,1937420,0,69.0,1798031,0,38.39,18.03,40.34,20.64,37.72,17.95,36.32,17.13,37.22,21.5,36.49,21.56,37.67,21.0,45.96,17.12,46.78,13.98,42.92,22.77,47.03,14.91,46.86,22.51,45.65,21.5,47.7,21.82,46.19,23.79,39.38,15.49,110735,enb_ue50.conf,8.98,12.21,21.19,0.25,0.34,855588,1666488,855588,15,99.1,11.8,2818498467636,1139982922639,258747353,-1
1787024389.000,2026-08-18T03:39:49.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:49,11.16,16.38,0.0,0.0,3.67,68.79,64297.0,40968.7,600.3,23328.3,48.8,15.0,13.94,13.78,678375,1542850,53460,9981,468,7659,10846,4293,1358,0,20,0,1937421,0,69.0,2397310,0,38.82,20.63,35.27,22.83,34.8,14.09,37.82,21.3,37.61,24.41,33.78,23.39,36.68,23.29,43.51,18.43,46.34,19.23,45.49,21.6,45.9,18.3,44.58,21.62,43.83,23.64,44.92,22.94,44.77,22.22,38.1,17.7,110735,enb_ue50.conf,6.81,15.06,21.87,0.19,0.42,855588,1666488,855588,15,100.0,15.1,2818501920040,1139984175205,258747674,-1
1787024391.000,2026-08-18T03:39:51.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:51,10.93,17.13,0.0,0.0,3.69,68.25,64297.0,40968.1,600.9,23328.9,48.8,14.84,13.93,13.77,677607,1535997,53651,9652,440,7633,10890,4281,1101,23,17,0,1937422,0,69.0,1897908,0,37.93,20.81,35.11,21.53,37.45,19.3,35.22,22.69,34.96,23.36,33.92,23.83,35.22,21.26,43.1,26.87,45.42,18.7,44.63,24.42,44.96,19.09,45.68,20.93,44.35,25.91,46.37,23.94,45.49,24.77,35.81,19.56,110735,enb_ue50.conf,9.29,12.86,22.15,0.26,0.36,855588,1666488,855588,15,100.0,18.2,2818505997104,1139986140180,258748005,-1
1787024394.000,2026-08-18T03:39:54.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:54,11.45,17.31,0.0,0.0,3.79,67.45,64297.0,40969.6,599.4,23327.4,48.8,14.84,13.93,13.77,678195,1533023,53553,9669,448,7676,10831,4147,4211,23,28,0,1937424,0,68.0,1698144,0,37.77,23.21,39.41,22.12,35.43,15.14,37.18,23.08,38.2,25.91,38.56,23.39,37.72,23.74,41.45,22.03,45.38,18.14,44.77,28.25,50.77,22.75,46.03,21.2,47.54,24.55,47.93,23.85,47.15,19.71,38.4,16.59,110735,enb_ue50.conf,8.52,13.85,22.37,0.24,0.39,855588,1666488,855588,15,99.4,17.0,2818509942725,1139988084421,258748333,-1
1787024397.000,2026-08-18T03:39:57.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:39:57,11.79,17.01,0.0,0.0,3.87,67.34,64297.0,40969.7,599.2,23327.3,48.8,14.85,13.95,13.78,673996,1532986,53576,9223,439,7628,10883,4248,1911,23,30,0,1937425,0,70.0,1897915,0,37.82,20.28,40.25,25.79,36.82,18.67,36.71,22.73,36.24,23.0,35.78,25.11,35.32,26.36,43.98,22.87,44.67,18.97,46.56,26.58,46.59,21.97,45.23,24.31,44.96,27.43,48.22,24.88,42.39,23.47,39.67,17.67,110735,enb_ue50.conf,9.23,13.49,22.72,0.26,0.38,855588,1666488,855588,15,99.1,11.4,2818513249730,1139989609426,258748644,-1
1787024400.000,2026-08-18T03:40:00.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:00,11.18,16.98,0.0,0.0,4.13,67.71,64297.0,40969.2,599.5,23327.8,48.8,14.85,13.95,13.78,676749,1533516,53487,9691,439,7545,10766,4304,1447,0,22,0,1937427,0,70.0,2397437,0,37.97,20.91,37.66,20.64,35.84,19.65,38.03,22.22,37.77,18.83,35.68,24.19,34.65,25.12,41.7,22.12,47.77,23.31,44.4,24.22,44.78,22.97,49.61,21.3,48.18,22.42,47.11,25.0,44.67,25.23,35.93,20.18,110735,enb_ue50.conf,7.48,15.31,22.79,0.21,0.43,855588,1666488,855588,15,100.0,13.5,2818516812629,1139991783378,258748963,-1
1787024403.000,2026-08-18T03:40:03.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:03,11.67,17.43,0.0,0.0,3.55,67.35,64297.0,40968.5,600.3,23328.5,48.8,14.46,13.88,13.76,672125,1534251,53618,9761,465,7574,10576,4201,933,0,15,0,1937428,0,69.0,2397361,0,37.82,23.18,37.34,22.62,36.75,24.0,37.39,24.88,34.78,20.18,33.92,27.52,37.02,28.38,43.51,20.09,42.74,21.3,45.04,25.89,47.11,23.08,46.69,23.61,45.45,23.85,45.42,26.17,43.4,28.05,37.07,20.6,110735,enb_ue50.conf,8.52,12.78,21.3,0.24,0.36,855588,1666488,855588,15,99.4,12.4,2818520469779,1139993100671,258749278,-1
1787024405.000,2026-08-18T03:40:05.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:05,12.28,17.11,0.01,0.0,3.85,66.74,64297.0,40969.0,599.7,23328.0,48.8,14.46,13.88,13.76,671578,1525060,53482,9509,473,7695,10566,4200,1250,0,19,0,1937429,0,70.0,1598258,0,33.92,24.55,37.55,21.13,36.86,20.09,35.22,26.39,38.14,24.88,35.47,26.51,35.81,27.65,44.4,25.11,44.07,22.08,43.22,24.65,45.83,22.38,46.09,25.46,48.02,23.83,48.43,25.94,44.77,25.47,41.43,24.11,110735,enb_ue50.conf,9.56,12.75,22.31,0.27,0.36,855588,1666488,855588,15,99.8,17.0,2818524280027,1139994652608,258749608,-1
1787024408.000,2026-08-18T03:40:08.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:08,11.95,17.06,0.0,0.0,3.98,67.02,64297.0,40969.9,598.8,23327.1,48.8,14.27,13.85,13.75,675995,1529639,53467,9310,472,7625,10565,4210,1432,23,21,0,1937431,0,70.0,1798027,0,39.17,19.73,36.84,22.37,38.14,18.34,37.87,22.02,35.71,23.48,39.67,21.6,39.57,24.77,44.68,23.53,46.72,18.38,47.18,23.56,47.35,18.81,46.69,23.08,48.18,24.78,47.11,29.15,45.53,25.91,38.79,23.58,110735,enb_ue50.conf,8.46,13.04,21.5,0.24,0.37,855588,1666488,855588,15,98.4,17.6,2818527953509,1139996373545,258749937,-1
1787024411.000,2026-08-18T03:40:11.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:11,11.76,17.69,0.0,0.0,3.67,66.88,64297.0,40969.6,598.9,23327.4,48.8,14.09,13.82,13.74,670361,1529111,53419,9490,465,7638,10536,4216,1470,0,23,0,1937432,0,70.0,1598284,0,36.97,23.53,36.21,25.78,35.04,21.27,35.95,23.92,35.5,23.18,35.17,29.96,36.17,30.23,40.95,23.47,44.58,20.26,43.28,28.63,45.49,23.47,47.66,28.57,45.71,27.03,46.31,28.64,42.62,27.4,36.09,21.96,110735,enb_ue50.conf,10.32,12.09,22.41,0.29,0.34,855588,1666488,855588,15,99.2,11.4,2818531559234,1139998172630,258750248,-1
1787024414.000,2026-08-18T03:40:14.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:14,11.69,18.32,0.0,0.0,3.88,66.11,64297.0,40967.3,601.2,23329.7,48.8,14.09,13.82,13.74,675229,1523433,53385,9217,472,7656,10470,4132,958,23,15,0,1937434,0,70.0,2397378,0,37.23,22.43,40.17,22.48,38.98,21.93,37.97,23.94,38.03,19.18,36.64,28.96,39.32,26.73,46.47,21.9,45.34,24.44,46.44,26.24,46.25,23.0,45.83,24.42,47.33,21.3,48.37,28.83,47.97,25.7,41.35,23.89,110735,enb_ue50.conf,7.48,14.6,22.08,0.21,0.41,855588,1666488,855588,15,99.0,12.1,2818535164493,1140000578094,258750560,-1
1787024417.000,2026-08-18T03:40:17.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:17,11.63,16.82,0.0,0.0,3.68,67.88,64297.0,40970.3,598.1,23326.7,48.8,13.68,13.74,13.71,680916,1535416,53460,9448,492,7689,10453,4286,1332,0,19,0,1937435,0,68.0,1798020,0,36.04,23.11,38.7,24.67,36.84,18.86,35.11,24.02,38.03,21.68,36.61,21.15,40.17,22.86,44.26,18.67,45.57,18.94,45.34,21.52,45.76,20.28,45.49,22.97,46.91,23.18,46.64,24.19,45.11,26.82,40.25,18.1,110735,enb_ue50.conf,8.94,12.52,21.46,0.25,0.35,855588,1666488,855588,15,100.9,17.5,2818538795210,1140002598803,258750891,-1
1787024420.000,2026-08-18T03:40:20.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:20,11.26,17.27,0.0,0.0,3.89,67.59,64297.0,40968.8,599.6,23328.2,48.8,13.68,13.74,13.71,678585,1532482,53611,9502,490,7650,10390,4191,1389,0,17,0,1937436,0,70.0,1698150,0,37.55,21.92,38.82,22.97,35.22,21.15,35.22,22.67,37.29,22.07,36.71,25.46,36.64,29.41,43.98,17.39,48.03,19.91,45.27,21.33,48.41,23.18,45.68,22.97,45.27,25.33,47.15,21.84,44.35,24.42,37.34,17.57,110735,enb_ue50.conf,9.52,13.05,22.57,0.27,0.37,855588,1666488,855588,15,98.8,10.6,2818542386951,1140003952212,258751201,-1
1787024422.000,2026-08-18T03:40:22.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:22,11.74,17.06,0.0,0.0,3.91,67.3,64297.0,40968.0,600.3,23329.0,48.8,13.46,13.69,13.7,672566,1531865,53511,9458,470,7609,10419,4170,2030,0,27,0,1937438,0,70.0,2397352,0,33.64,23.77,35.53,22.37,34.78,22.17,37.6,22.83,36.29,20.09,34.91,27.1,36.71,28.44,45.93,21.4,46.56,20.7,45.23,24.07,46.75,24.19,44.81,23.61,45.45,27.48,44.73,26.19,44.4,26.07,37.23,23.35,110735,enb_ue50.conf,8.17,14.21,22.38,0.23,0.4,855588,1666488,855588,15,99.1,10.7,2818546298449,1140005663120,258751510,-1
1787024425.000,2026-08-18T03:40:25.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:25,11.9,17.93,0.0,0.0,4.31,65.86,64297.0,40967.9,600.4,23329.1,48.8,13.46,13.69,13.7,673351,1521178,53486,9356,476,7595,10360,4293,1599,0,25,0,1937439,0,69.0,1698135,0,36.52,26.17,37.34,22.69,37.55,21.23,35.78,24.66,37.61,25.0,35.09,28.37,37.45,25.24,45.97,22.37,48.19,23.64,44.63,29.63,49.22,27.65,48.83,25.0,46.31,25.12,48.4,26.92,43.7,29.49,36.96,22.27,110735,enb_ue50.conf,7.83,15.65,23.48,0.22,0.44,855588,1666488,855588,15,99.6,14.9,2818550136069,1140008202028,258751832,-1
1787024428.000,2026-08-18T03:40:28.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:28,11.75,17.43,0.0,0.0,3.88,66.93,64297.0,40968.6,599.5,23328.4,48.8,13.35,13.66,13.69,680285,1529020,53363,9296,469,7573,10406,4168,1624,0,22,0,1937441,0,69.0,2397303,0,39.66,25.66,38.6,19.91,40.34,20.8,38.43,19.18,36.96,22.67,37.71,24.88,37.93,23.33,45.42,18.7,46.72,20.26,45.34,22.58,49.19,21.03,45.99,24.02,46.69,24.43,48.36,26.61,46.03,24.41,40.93,22.51,110735,enb_ue50.conf,9.24,14.21,23.45,0.26,0.4,855588,1666488,855588,15,98.8,15.3,2818553656745,1140009953463,258752153,-1
1787024431.000,2026-08-18T03:40:31.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:31,11.79,17.36,0.0,0.0,3.65,67.2,64297.0,40969.2,598.9,23327.8,48.8,14.04,13.8,13.73,678832,1535641,53419,9442,497,7669,10363,4283,1217,0,19,0,1937442,0,70.0,1798026,0,40.25,22.27,40.59,20.63,37.39,24.55,36.8,21.3,37.97,19.73,38.56,23.22,38.43,24.19,45.15,15.52,44.44,19.74,46.06,20.28,48.16,24.31,49.0,24.67,44.21,22.83,49.2,26.94,46.69,25.45,38.86,19.3,110735,enb_ue50.conf,8.24,14.33,22.57,0.23,0.4,855588,1666488,855588,15,99.2,11.8,2818557191509,1140011638520,258752463,-1
1787024434.000,2026-08-18T03:40:34.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:34,11.33,16.62,0.0,0.0,3.8,68.25,64297.0,40968.7,599.3,23328.3,48.8,14.04,13.8,13.73,679057,1536947,53295,9165,480,7624,10340,4250,1016,0,13,0,1937443,0,69.0,1698150,0,37.23,20.91,38.1,18.81,36.64,22.9,36.52,22.73,33.64,25.33,34.96,24.31,35.71,24.31,42.36,15.49,47.15,16.67,44.3,23.21,47.35,26.34,43.53,22.17,45.38,21.56,45.8,24.19,46.28,22.75,39.15,20.78,110735,enb_ue50.conf,8.6,13.97,22.57,0.24,0.39,855588,1666488,855588,15,99.9,14.0,2818560511487,1140012886388,258752781,-1
1787024436.000,2026-08-18T03:40:36.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:36,11.63,17.64,0.0,0.0,3.88,66.85,64297.0,40967.0,601.0,23330.0,48.8,14.12,13.82,13.74,676740,1525807,53214,9205,482,7632,10326,4305,1407,0,22,0,1937445,0,69.0,1798023,0,37.39,23.29,35.84,22.77,36.96,26.48,35.56,24.54,38.2,24.35,35.22,26.03,36.04,24.3,45.15,15.6,45.19,20.18,44.73,26.87,49.4,23.81,49.4,22.79,45.99,23.5,44.64,25.7,46.47,26.61,41.42,23.66,110735,enb_ue50.conf,10.31,12.09,22.4,0.29,0.34,855588,1666488,855588,15,99.9,17.8,2818564638464,1140014166419,258753112,-1
1787024439.000,2026-08-18T03:40:39.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:39,11.2,16.6,0.0,0.0,3.83,68.38,64297.0,40969.5,598.4,23327.5,48.8,14.12,13.82,13.74,678418,1535644,53372,9295,488,7723,10343,4282,2678,49,42,1,1937446,0,70.0,1698143,0,34.8,20.09,36.24,19.37,35.5,24.55,39.84,21.46,35.81,21.21,32.27,23.96,37.12,25.89,43.46,15.86,44.58,18.7,43.93,22.87,46.94,25.0,44.49,21.92,45.0,27.51,45.23,27.23,46.56,20.1,35.56,18.22,110735,enb_ue50.conf,8.15,13.82,21.97,0.23,0.39,855588,1666488,855588,15,98.9,14.2,2818568508647,1140015366970,258753431,-1
1787024442.000,2026-08-18T03:40:42.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:42,11.83,17.38,0.0,0.0,3.66,67.13,64297.0,40968.7,599.2,23328.3,48.8,14.67,13.94,13.78,671387,1528463,53308,9522,470,7662,10350,4181,2781,0,43,0,1937447,0,70.0,1698136,0,36.21,23.18,39.09,27.27,34.78,27.23,33.33,25.36,36.36,25.0,36.29,25.94,36.21,25.35,44.63,19.03,44.63,18.83,42.98,24.77,45.15,31.44,43.59,27.27,45.68,22.69,44.12,23.79,45.87,23.56,37.77,22.12,110735,enb_ue50.conf,9.95,12.44,22.39,0.28,0.35,855588,1666488,855588,15,99.9,15.6,2818572527106,1140017311440,258753756,-1
1787024445.000,2026-08-18T03:40:45.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:45,12.26,17.34,0.0,0.0,3.88,66.52,64297.0,40967.9,599.9,23329.1,48.8,14.67,13.94,13.78,674392,1527226,53262,9200,499,7665,10306,4382,1416,0,17,0,1937449,0,68.0,1698141,0,39.42,24.22,38.3,20.83,35.78,25.46,37.34,26.13,38.52,19.35,36.13,29.82,35.65,24.77,44.12,24.26,47.56,22.51,44.58,23.61,48.41,24.53,46.99,24.2,43.98,24.77,48.41,25.12,47.6,26.61,38.98,19.73,110735,enb_ue50.conf,9.54,13.43,22.97,0.27,0.38,855588,1666488,855588,15,98.6,12.7,2818576273694,1140020149120,258754071,-1
1787024448.000,2026-08-18T03:40:48.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:48,11.68,17.06,0.0,0.0,3.54,67.72,64297.0,40967.5,600.3,23329.5,48.8,14.29,13.88,13.76,676282,1534118,53297,9373,499,7709,10287,4292,1512,0,22,0,1937450,0,68.0,2397369,0,38.72,23.35,39.57,22.32,33.48,23.22,37.87,21.7,35.11,20.09,36.21,28.9,37.0,24.31,39.91,22.27,44.1,20.51,45.83,23.18,44.08,22.75,47.35,23.53,45.38,24.23,47.11,25.0,44.59,23.61,36.36,21.21,110735,enb_ue50.conf,8.57,13.57,22.14,0.24,0.38,855588,1666488,855588,15,99.6,14.6,2818580034914,1140021662281,258754390,-1
1787024450.000,2026-08-18T03:40:50.000Z,gnb1,pre,22.39,46.206,50,2026-08-18T03:40:50,11.75,17.11,0.0,0.0,3.66,67.48,64297.0,40971.4,596.3,23325.6,48.8,14.29,13.88,13.76,676647,1531474,53436,9288,508,7704,10304,4373,1696,23,25,0,1937452,0,69.0,2397352,0,38.89,20.52,38.7,23.98,36.4,27.8,37.23,24.66,36.84,24.2,37.12,25.0,35.71,27.39,43.91,19.2,45.02,15.45,46.64,23.29,42.73,22.12,47.97,20.74,49.0,21.7,47.06,26.79,44.77,24.2,40.0,18.22,110735,enb_ue50.conf,8.2,15.32,23.52,0.23,0.43,855588,1666488,855588,15,99.8,9.6,2818583660884,1140023113077,258754698,-1
1787027898.000,2026-08-18T04:38:18.000Z,gnb2,post,12.549,23.37,1,2026-08-18T04:38:18,0.09,0.14,0.0,0.0,0.03,99.74,64297.0,2037.9,57980.0,62259.1,0.0,0.1,0.12,0.04,19030,33735,2489,0,61,720,244,85,2200,317,27,3,1944864,0,65.0,1742344,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.48,0.0,0.52,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,176952,enb_ue50_lb.conf,0.0,0.0,0.0,0.0,0.0,5564,11516,5564,1,0.0,0.0,8485923,0,4,-1
