epoch_s,datetime_utc,gnb,target_bw_mbps,handover_phase,tti,nof_ues,dl_brate_bps,ul_brate_bps,proc_rmem_pct,proc_rmem_kB,proc_vmem_kB,sys_mem_pct,system_load,thread_count,cpu_0_pct,cpu_1_pct,cpu_2_pct,cpu_3_pct,cpu_4_pct,cpu_5_pct,cpu_6_pct,cpu_7_pct,cpu_8_pct,cpu_9_pct,cpu_10_pct,cpu_11_pct,cpu_12_pct,cpu_13_pct,cpu_14_pct,cpu_15_pct,cpu_16_pct,cpu_17_pct,cpu_18_pct,cpu_19_pct,cpu_20_pct,cpu_21_pct,cpu_22_pct,cpu_23_pct,cpu_24_pct,cpu_25_pct,cpu_26_pct,cpu_27_pct,cpu_28_pct,cpu_29_pct,cpu_30_pct,cpu_31_pct,cpu_mean_pct,cpu_max_pct,cpu_active_cores,gnb_pkg0_watts,gnb_total_watts,nof_ues_on_gnb
1787048238.000,2026-08-18T10:17:18.000Z,gnb1,20,pre,15000,1,0.0,0.0,1.3,855588,1666488,64,0.72,15,48.0,39.0,49.0,41.0,49.0,41.0,46.0,42.0,47.0,41.0,45.0,40.0,45.0,39.0,47.0,39.0,52.0,39.0,52.0,42.0,53.0,42.0,52.0,39.0,52.0,43.0,52.0,39.0,50.0,38.0,45.0,41.0,44.656,53.0,32,22.390,46.206,50
1787048239.000,2026-08-18T10:17:19.000Z,gnb1,1,pre,460000,1,0.0,0.0,1.3,855588,1666488,79,0.72,15,47.0,42.0,48.0,44.0,47.0,45.0,48.0,45.0,48.0,44.0,47.0,41.0,48.0,44.0,49.0,45.0,53.0,41.0,52.0,45.0,54.0,44.0,53.0,41.0,53.0,42.0,55.0,42.0,53.0,44.0,46.0,44.0,46.688,55.0,32,22.390,46.206,50
1787048240.000,2026-08-18T10:17:20.000Z,gnb1,5,pre,245000,1,0.0,0.0,1.3,855588,1666488,72,0.66,15,50.0,35.0,49.0,37.0,50.0,35.0,48.0,38.0,49.0,31.0,46.0,36.0,48.0,37.0,53.0,36.0,53.0,35.0,52.0,37.0,54.0,36.0,53.0,38.0,53.0,31.0,54.0,37.0,53.0,38.0,50.0,38.0,43.438,54.0,32,22.390,46.206,50
1787048241.000,2026-08-18T10:17:21.000Z,gnb1,10,pre,135000,1,0.0,0.0,1.3,855588,1666488,69,0.72,15,49.0,41.0,49.0,38.0,48.0,39.0,48.0,41.0,49.0,39.0,48.0,33.0,51.0,37.0,54.0,36.0,54.0,42.0,54.0,38.0,54.0,38.0,53.0,35.0,53.0,37.0,55.0,32.0,55.0,37.0,51.0,37.0,44.531,55.0,32,22.390,46.206,50
1787048242.000,2026-08-18T10:17:22.000Z,gnb1,2,pre,355000,1,0.0,0.0,1.3,855588,1666488,76,0.56,15,50.0,33.0,50.0,25.0,50.0,27.0,49.0,28.0,49.0,30.0,48.0,27.0,49.0,39.0,54.0,34.0,54.0,31.0,55.0,26.0,55.0,28.0,55.0,30.0,55.0,31.0,54.0,29.0,54.0,39.0,50.0,36.0,41.375,55.0,32,22.390,46.206,50
1787048243.000,2026-08-18T10:17:23.000Z,gnb1,20,pre,20000,1,0.0,0.0,1.3,855588,1666488,64,0.75,15,49.0,39.0,50.0,39.0,50.0,38.0,48.0,39.0,50.0,42.0,47.0,34.0,49.0,40.0,51.0,40.0,54.0,37.0,54.0,40.0,53.0,38.0,54.0,39.0,53.0,40.0,54.0,37.0,54.0,39.0,50.0,39.0,45.0,54.0,32,22.390,46.206,50
1787048244.000,2026-08-18T10:17:24.000Z,gnb1,1,pre,465000,1,0.0,0.0,1.3,855588,1666488,79,0.66,15,49.0,42.0,50.0,41.0,50.0,38.0,50.0,34.0,50.0,41.0,47.0,41.0,48.0,40.0,53.0,39.0,53.0,37.0,54.0,40.0,54.0,35.0,55.0,32.0,53.0,42.0,54.0,40.0,53.0,42.0,49.0,39.0,45.156,55.0,32,22.390,46.206,50
1787048245.000,2026-08-18T10:17:25.000Z,gnb1,5,pre,250000,1,0.0,0.0,1.3,855588,1666488,72,0.72,15,52.0,39.0,51.0,37.0,51.0,35.0,51.0,37.0,51.0,40.0,47.0,37.0,50.0,38.0,55.0,30.0,56.0,38.0,55.0,38.0,55.0,37.0,54.0,39.0,55.0,39.0,54.0,37.0,55.0,39.0,53.0,31.0,44.875,56.0,32,22.390,46.206,50
1787048246.000,2026-08-18T10:17:26.000Z,gnb1,10,pre,140000,1,0.0,0.0,1.3,855588,1666488,69,0.69,15,50.0,42.0,48.0,37.0,49.0,34.0,49.0,43.0,50.0,38.0,47.0,39.0,48.0,39.0,53.0,41.0,54.0,40.0,53.0,38.0,54.0,37.0,54.0,43.0,53.0,37.0,55.0,42.0,53.0,41.0,50.0,40.0,45.344,55.0,32,22.390,46.206,50
1787048247.000,2026-08-18T10:17:27.000Z,gnb1,2,pre,360000,1,0.0,0.0,1.3,855588,1666488,76,0.75,15,48.0,40.0,48.0,41.0,48.0,43.0,46.0,42.0,49.0,43.0,46.0,43.0,48.0,40.0,52.0,40.0,53.0,41.0,53.0,42.0,54.0,45.0,53.0,42.0,53.0,42.0,55.0,43.0,52.0,40.0,49.0,42.0,46.125,55.0,32,22.390,46.206,50
1787048248.000,2026-08-18T10:17:28.000Z,gnb1,20,pre,25000,1,0.0,0.0,1.3,855588,1666488,64,0.72,15,51.0,38.0,50.0,36.0,51.0,35.0,49.0,36.0,51.0,36.0,48.0,38.0,49.0,36.0,52.0,37.0,55.0,41.0,54.0,37.0,55.0,38.0,55.0,38.0,55.0,37.0,55.0,37.0,54.0,35.0,50.0,38.0,44.594,55.0,32,22.390,46.206,50
1787048249.000,2026-08-18T10:17:29.000Z,gnb1,1,pre,470000,1,0.0,0.0,1.3,855588,1666488,79,0.66,15,48.0,39.0,49.0,38.0,47.0,38.0,48.0,39.0,47.0,31.0,46.0,40.0,47.0,39.0,52.0,36.0,53.0,39.0,54.0,38.0,52.0,38.0,52.0,38.0,52.0,29.0,53.0,40.0,52.0,39.0,48.0,38.0,43.719,54.0,32,22.390,46.206,50
1787048250.000,2026-08-18T10:17:30.000Z,gnb1,5,pre,255000,1,0.0,0.0,1.3,855588,1666488,73,0.69,15,48.0,34.0,49.0,38.0,47.0,38.0,46.0,37.0,48.0,39.0,47.0,38.0,46.0,39.0,52.0,37.0,52.0,33.0,54.0,37.0,52.0,35.0,52.0,37.0,52.0,37.0,53.0,37.0,52.0,40.0,50.0,38.0,43.562,54.0,32,22.390,46.206,50
1787048251.000,2026-08-18T10:17:31.000Z,gnb1,10,pre,145000,1,0.0,0.0,1.3,855588,1666488,69,0.69,15,50.0,39.0,49.0,38.0,49.0,40.0,49.0,37.0,49.0,36.0,48.0,38.0,50.0,34.0,53.0,35.0,54.0,37.0,54.0,41.0,54.0,36.0,53.0,38.0,53.0,38.0,55.0,38.0,55.0,36.0,50.0,40.0,44.562,55.0,32,22.390,46.206,50
1787048252.000,2026-08-18T10:17:32.000Z,gnb1,2,pre,365000,1,0.0,0.0,1.3,855588,1666488,76,0.69,15,48.0,39.0,47.0,37.0,47.0,43.0,45.0,39.0,47.0,32.0,45.0,38.0,46.0,39.0,48.0,39.0,53.0,38.0,52.0,39.0,52.0,43.0,51.0,38.0,51.0,32.0,53.0,37.0,51.0,40.0,45.0,42.0,43.625,53.0,32,22.390,46.206,50
1787048253.000,2026-08-18T10:17:33.000Z,gnb1,20,pre,30000,1,0.0,0.0,1.3,855588,1666488,65,0.72,15,49.0,43.0,50.0,41.0,48.0,44.0,48.0,41.0,48.0,43.0,47.0,42.0,49.0,43.0,50.0,43.0,53.0,45.0,53.0,42.0,54.0,41.0,53.0,40.0,53.0,43.0,53.0,41.0,53.0,43.0,47.0,43.0,46.438,54.0,32,22.390,46.206,50
1787048254.000,2026-08-18T10:17:34.000Z,gnb1,1,pre,475000,1,0.0,0.0,1.3,855588,1666488,80,0.62,15,48.0,36.0,49.0,28.0,47.0,31.0,47.0,34.0,47.0,38.0,46.0,36.0,47.0,39.0,52.0,32.0,52.0,36.0,52.0,29.0,52.0,33.0,51.0,36.0,52.0,35.0,52.0,36.0,52.0,37.0,49.0,34.0,42.031,52.0,32,22.390,46.206,50
1787048255.000,2026-08-18T10:17:35.000Z,gnb1,5,pre,260000,1,0.0,0.0,1.3,855588,1666488,73,0.66,15,51.0,37.0,50.0,34.0,49.0,38.0,47.0,36.0,49.0,39.0,48.0,37.0,49.0,38.0,54.0,35.0,54.0,39.0,54.0,34.0,54.0,39.0,53.0,37.0,53.0,38.0,54.0,39.0,54.0,37.0,50.0,31.0,44.094,54.0,32,22.390,46.206,50
1787048256.000,2026-08-18T10:17:36.000Z,gnb1,10,pre,150000,1,0.0,0.0,1.3,855588,1666488,69,0.69,15,49.0,36.0,49.0,36.0,47.0,41.0,46.0,34.0,49.0,38.0,44.0,36.0,46.0,36.0,51.0,37.0,53.0,33.0,53.0,33.0,53.0,40.0,52.0,35.0,52.0,40.0,51.0,40.0,49.0,41.0,49.0,38.0,43.344,53.0,32,22.390,46.206,50
1787048257.000,2026-08-18T10:17:37.000Z,gnb1,2,pre,370000,1,0.0,0.0,1.3,855588,1666488,76,0.66,15,47.0,35.0,48.0,37.0,46.0,35.0,46.0,32.0,44.0,38.0,45.0,38.0,46.0,35.0,51.0,37.0,52.0,32.0,51.0,38.0,51.0,34.0,50.0,31.0,51.0,38.0,53.0,37.0,51.0,36.0,48.0,36.0,42.156,53.0,32,22.390,46.206,50
1787048258.000,2026-08-18T10:17:38.000Z,gnb1,20,pre,35000,1,0.0,0.0,1.3,855588,1666488,65,0.72,15,48.0,41.0,48.0,40.0,48.0,38.0,47.0,39.0,47.0,38.0,46.0,37.0,45.0,39.0,51.0,41.0,51.0,38.0,51.0,41.0,52.0,38.0,52.0,36.0,52.0,38.0,52.0,37.0,49.0,39.0,49.0,40.0,44.0,52.0,32,22.390,46.206,50
1787048259.000,2026-08-18T10:17:39.000Z,gnb1,1,pre,480000,1,0.0,0.0,1.3,855588,1666488,80,0.72,15,48.0,39.0,47.0,36.0,47.0,41.0,46.0,43.0,47.0,37.0,43.0,44.0,47.0,43.0,51.0,44.0,52.0,36.0,51.0,35.0,52.0,39.0,52.0,45.0,52.0,38.0,52.0,42.0,52.0,41.0,49.0,44.0,44.844,52.0,32,22.390,46.206,50
1787048260.000,2026-08-18T10:17:40.000Z,gnb1,5,pre,265000,1,0.0,0.0,1.3,855588,1666488,73,0.69,15,49.0,39.0,49.0,32.0,49.0,38.0,49.0,37.0,50.0,37.0,48.0,40.0,49.0,40.0,52.0,40.0,54.0,38.0,53.0,33.0,55.0,38.0,54.0,38.0,54.0,35.0,55.0,38.0,53.0,37.0,50.0,40.0,44.469,55.0,32,22.390,46.206,50
1787048261.000,2026-08-18T10:17:41.000Z,gnb1,10,pre,155000,1,0.0,0.0,1.3,855588,1666488,69,0.69,15,48.0,39.0,48.0,41.0,47.0,39.0,47.0,40.0,47.0,36.0,44.0,39.0,47.0,38.0,51.0,37.0,52.0,36.0,51.0,39.0,52.0,39.0,52.0,38.0,50.0,37.0,52.0,39.0,52.0,35.0,48.0,37.0,43.656,52.0,32,22.390,46.206,50
1787048262.000,2026-08-18T10:17:42.000Z,gnb1,2,pre,375000,1,0.0,0.0,1.3,855588,1666488,76,0.72,15,52.0,38.0,51.0,39.0,50.0,38.0,49.0,31.0,50.0,40.0,49.0,37.0,50.0,37.0,54.0,38.0,55.0,36.0,54.0,38.0,55.0,38.0,54.0,33.0,53.0,40.0,56.0,35.0,54.0,36.0,51.0,40.0,44.719,56.0,32,22.390,46.206,50
1787048263.000,2026-08-18T10:17:43.000Z,gnb1,20,pre,40000,1,0.0,0.0,1.3,855588,1666488,65,0.78,15,49.0,40.0,48.0,41.0,47.0,39.0,47.0,41.0,48.0,38.0,46.0,42.0,47.0,41.0,51.0,43.0,52.0,42.0,52.0,41.0,52.0,42.0,51.0,41.0,52.0,41.0,53.0,42.0,52.0,43.0,49.0,43.0,45.5,53.0,32,22.390,46.206,50
1787048264.000,2026-08-18T10:17:44.000Z,gnb1,1,pre,485000,1,0.0,0.0,1.3,855588,1666488,80,0.72,15,49.0,37.0,48.0,37.0,48.0,44.0,47.0,41.0,48.0,39.0,46.0,37.0,47.0,39.0,52.0,41.0,53.0,34.0,52.0,39.0,54.0,40.0,53.0,41.0,53.0,40.0,53.0,37.0,53.0,44.0,48.0,42.0,44.875,54.0,32,22.390,46.206,50
1787048265.000,2026-08-18T10:17:45.000Z,gnb1,5,pre,270000,1,0.0,0.0,1.3,855588,1666488,73,0.69,15,50.0,35.0,50.0,38.0,49.0,35.0,50.0,31.0,50.0,38.0,49.0,37.0,50.0,36.0,54.0,33.0,54.0,33.0,55.0,37.0,54.0,36.0,55.0,32.0,54.0,38.0,54.0,37.0,54.0,32.0,51.0,34.0,43.594,55.0,32,22.390,46.206,50
1787048266.000,2026-08-18T10:17:46.000Z,gnb1,10,pre,160000,1,0.0,0.0,1.3,855588,1666488,70,0.72,15,48.0,38.0,47.0,39.0,48.0,36.0,48.0,39.0,47.0,35.0,46.0,40.0,46.0,36.0,52.0,39.0,53.0,40.0,51.0,40.0,52.0,37.0,51.0,40.0,52.0,38.0,53.0,39.0,52.0,40.0,49.0,37.0,44.0,53.0,32,22.390,46.206,50
1787048267.000,2026-08-18T10:17:47.000Z,gnb1,2,pre,380000,1,0.0,0.0,1.3,855588,1666488,77,0.69,15,49.0,32.0,49.0,39.0,50.0,40.0,49.0,37.0,50.0,40.0,47.0,37.0,50.0,39.0,54.0,34.0,53.0,32.0,53.0,38.0,53.0,40.0,53.0,36.0,54.0,40.0,54.0,36.0,53.0,40.0,50.0,34.0,44.219,54.0,32,22.390,46.206,50
1787048268.000,2026-08-18T10:17:48.000Z,gnb1,20,pre,45000,1,0.0,0.0,1.3,855588,1666488,65,0.75,15,48.0,40.0,50.0,39.0,49.0,36.0,48.0,37.0,47.0,38.0,47.0,42.0,48.0,38.0,51.0,37.0,54.0,40.0,54.0,39.0,55.0,38.0,54.0,40.0,52.0,38.0,53.0,43.0,53.0,40.0,47.0,41.0,44.875,55.0,32,22.390,46.206,50
1787048269.000,2026-08-18T10:17:49.000Z,gnb1,1,pre,490000,1,0.0,0.0,1.3,855588,1666488,80,0.66,15,49.0,37.0,49.0,33.0,50.0,34.0,49.0,38.0,49.0,33.0,48.0,36.0,50.0,35.0,54.0,31.0,54.0,38.0,54.0,34.0,55.0,35.0,54.0,35.0,54.0,31.0,54.0,37.0,53.0,35.0,51.0,31.0,43.125,55.0,32,22.390,46.206,50
1787048270.000,2026-08-18T10:17:50.000Z,gnb1,5,pre,275000,1,0.0,0.0,1.3,855588,1666488,73,0.69,15,49.0,37.0,49.0,34.0,47.0,41.0,46.0,32.0,48.0,39.0,46.0,42.0,47.0,40.0,53.0,40.0,53.0,39.0,52.0,35.0,51.0,39.0,53.0,35.0,53.0,41.0,52.0,41.0,52.0,40.0,48.0,40.0,44.188,53.0,32,22.390,46.206,50
1787048271.000,2026-08-18T10:17:51.000Z,gnb1,10,pre,165000,1,0.0,0.0,1.3,855588,1666488,70,0.69,15,50.0,38.0,49.0,32.0,49.0,37.0,50.0,37.0,51.0,34.0,47.0,38.0,49.0,38.0,53.0,36.0,54.0,35.0,54.0,33.0,53.0,37.0,55.0,38.0,53.0,35.0,54.0,38.0,55.0,37.0,51.0,36.0,43.938,55.0,32,22.390,46.206,50
1787048272.000,2026-08-18T10:17:52.000Z,gnb1,2,pre,385000,1,0.0,0.0,1.3,855588,1666488,77,0.63,15,50.0,30.0,49.0,35.0,50.0,31.0,49.0,34.0,49.0,33.0,46.0,26.0,50.0,31.0,52.0,35.0,53.0,28.0,52.0,33.0,53.0,31.0,54.0,34.0,52.0,32.0,54.0,24.0,54.0,28.0,50.0,34.0,41.125,54.0,32,22.390,46.206,50
1787048273.000,2026-08-18T10:17:53.000Z,gnb1,20,pre,50000,1,0.0,0.0,1.3,855588,1666488,66,0.75,15,49.0,37.0,48.0,38.0,49.0,39.0,48.0,41.0,48.0,39.0,46.0,39.0,49.0,40.0,52.0,39.0,53.0,40.0,54.0,36.0,54.0,41.0,53.0,40.0,52.0,39.0,54.0,37.0,53.0,41.0,50.0,38.0,44.875,54.0,32,22.390,46.206,50
1787048274.000,2026-08-18T10:17:54.000Z,gnb1,1,pre,495000,1,0.0,0.0,1.3,855588,1666488,80,0.72,15,48.0,43.0,47.0,42.0,48.0,41.0,48.0,41.0,47.0,42.0,45.0,42.0,46.0,43.0,52.0,34.0,53.0,43.0,51.0,39.0,53.0,39.0,53.0,43.0,51.0,42.0,53.0,41.0,51.0,40.0,49.0,35.0,45.156,53.0,32,22.390,46.206,50
1787048275.000,2026-08-18T10:17:55.000Z,gnb1,5,pre,280000,1,0.0,0.0,1.3,855588,1666488,73,0.69,15,47.0,41.0,47.0,41.0,47.0,39.0,47.0,38.0,47.0,42.0,45.0,42.0,45.0,36.0,53.0,41.0,51.0,41.0,52.0,42.0,52.0,39.0,52.0,38.0,52.0,43.0,52.0,42.0,51.0,34.0,49.0,40.0,44.625,53.0,32,22.390,46.206,50
1787048276.000,2026-08-18T10:17:56.000Z,gnb1,10,pre,170000,1,0.0,0.0,1.3,855588,1666488,70,0.69,15,47.0,39.0,47.0,39.0,47.0,39.0,46.0,38.0,47.0,39.0,45.0,30.0,46.0,43.0,51.0,40.0,52.0,40.0,52.0,39.0,52.0,39.0,51.0,40.0,52.0,38.0,52.0,31.0,51.0,40.0,49.0,40.0,43.781,52.0,32,22.390,46.206,50
1787048277.000,2026-08-18T10:17:57.000Z,gnb1,2,pre,390000,1,0.0,0.0,1.3,855588,1666488,77,0.69,15,49.0,40.0,49.0,36.0,48.0,36.0,48.0,40.0,48.0,35.0,46.0,38.0,48.0,31.0,53.0,39.0,53.0,36.0,52.0,38.0,54.0,35.0,53.0,41.0,54.0,35.0,54.0,41.0,53.0,32.0,49.0,36.0,43.75,54.0,32,22.390,46.206,50
1787048278.000,2026-08-18T10:17:58.000Z,gnb1,20,pre,55000,1,0.0,0.0,1.3,855588,1666488,66,0.72,15,49.0,40.0,48.0,43.0,47.0,39.0,47.0,39.0,47.0,41.0,46.0,40.0,48.0,42.0,52.0,42.0,53.0,45.0,53.0,43.0,52.0,36.0,53.0,40.0,52.0,39.0,54.0,39.0,53.0,38.0,50.0,44.0,45.438,54.0,32,22.390,46.206,50
1787048279.000,2026-08-18T10:17:59.000Z,gnb1,1,pre,500000,1,0.0,0.0,1.3,855588,1666488,80,0.72,15,50.0,39.0,48.0,41.0,48.0,43.0,49.0,41.0,49.0,42.0,46.0,38.0,47.0,42.0,52.0,35.0,54.0,42.0,52.0,41.0,53.0,43.0,53.0,42.0,53.0,42.0,53.0,39.0,53.0,41.0,48.0,37.0,45.5,54.0,32,22.390,46.206,50
1787048280.000,2026-08-18T10:18:00.000Z,gnb1,5,pre,285000,1,0.0,0.0,1.3,855588,1666488,74,0.59,15,49.0,35.0,48.0,36.0,47.0,32.0,47.0,34.0,48.0,30.0,46.0,35.0,47.0,36.0,49.0,34.0,52.0,37.0,52.0,35.0,51.0,32.0,53.0,35.0,52.0,29.0,53.0,34.0,52.0,35.0,45.0,34.0,41.688,53.0,32,22.390,46.206,50
1787048281.000,2026-08-18T10:18:01.000Z,gnb1,10,pre,175000,1,0.0,0.0,1.3,855588,1666488,70,0.72,15,49.0,38.0,49.0,40.0,48.0,39.0,48.0,41.0,48.0,40.0,45.0,37.0,47.0,38.0,52.0,37.0,54.0,36.0,53.0,40.0,53.0,37.0,52.0,39.0,52.0,40.0,53.0,37.0,52.0,40.0,50.0,35.0,44.344,54.0,32,22.390,46.206,50
1787048282.000,2026-08-18T10:18:02.000Z,gnb1,2,pre,395000,1,0.0,0.0,1.3,855588,1666488,77,0.69,15,48.0,42.0,47.0,39.0,47.0,40.0,46.0,38.0,46.0,43.0,44.0,42.0,45.0,40.0,51.0,41.0,52.0,42.0,51.0,39.0,52.0,40.0,51.0,41.0,51.0,40.0,53.0,42.0,51.0,42.0,47.0,41.0,44.812,53.0,32,22.390,46.206,50
1787048283.000,2026-08-18T10:18:03.000Z,gnb1,20,pre,60000,1,0.0,0.0,1.3,855588,1666488,66,0.72,15,50.0,42.0,50.0,37.0,49.0,38.0,49.0,40.0,49.0,36.0,46.0,39.0,50.0,40.0,53.0,39.0,54.0,39.0,54.0,38.0,53.0,37.0,53.0,40.0,53.0,35.0,52.0,39.0,53.0,37.0,50.0,39.0,44.781,54.0,32,22.390,46.206,50
1787048284.000,2026-08-18T10:18:04.000Z,gnb1,1,pre,505000,1,0.0,0.0,1.3,855588,1666488,80,0.69,15,48.0,39.0,48.0,38.0,49.0,36.0,47.0,39.0,49.0,37.0,47.0,35.0,47.0,38.0,52.0,37.0,53.0,40.0,53.0,39.0,53.0,36.0,53.0,36.0,52.0,37.0,54.0,32.0,52.0,38.0,48.0,38.0,43.75,54.0,32,22.390,46.206,50
1787048285.000,2026-08-18T10:18:05.000Z,gnb1,5,pre,290000,1,0.0,0.0,1.3,855588,1666488,74,0.69,15,48.0,41.0,48.0,43.0,47.0,41.0,46.0,37.0,46.0,38.0,44.0,41.0,46.0,43.0,52.0,43.0,52.0,41.0,51.0,44.0,53.0,39.0,52.0,38.0,52.0,37.0,52.0,42.0,53.0,44.0,47.0,44.0,45.156,53.0,32,22.390,46.206,50
1787048286.000,2026-08-18T10:18:06.000Z,gnb1,10,pre,180000,1,0.0,0.0,1.3,855588,1666488,70,0.69,15,49.0,41.0,48.0,40.0,49.0,39.0,48.0,41.0,46.0,38.0,45.0,41.0,47.0,35.0,49.0,39.0,53.0,37.0,53.0,42.0,53.0,40.0,53.0,40.0,52.0,36.0,54.0,41.0,52.0,35.0,47.0,40.0,44.469,54.0,32,22.390,46.206,50
1787048287.000,2026-08-18T10:18:07.000Z,gnb1,2,pre,400000,1,0.0,0.0,1.3,855588,1666488,77,0.62,15,49.0,39.0,49.0,35.0,48.0,37.0,48.0,38.0,48.0,39.0,46.0,39.0,49.0,37.0,54.0,32.0,53.0,38.0,53.0,35.0,54.0,38.0,54.0,40.0,53.0,41.0,54.0,39.0,53.0,35.0,51.0,34.0,44.125,54.0,32,22.390,46.206,50
1787048288.000,2026-08-18T10:18:08.000Z,gnb1,20,pre,65000,1,0.0,0.0,1.3,855588,1666488,66,0.72,15,49.0,38.0,48.0,41.0,49.0,36.0,48.0,39.0,50.0,41.0,47.0,41.0,49.0,39.0,54.0,40.0,54.0,40.0,54.0,42.0,54.0,35.0,54.0,40.0,54.0,39.0,55.0,41.0,53.0,40.0,51.0,39.0,45.438,55.0,32,22.390,46.206,50
1787048289.000,2026-08-18T10:18:09.000Z,gnb1,1,pre,510000,1,0.0,0.0,1.3,855588,1666488,81,0.69,15,49.0,36.0,50.0,35.0,50.0,36.0,50.0,41.0,51.0,35.0,47.0,39.0,49.0,36.0,54.0,39.0,55.0,37.0,53.0,37.0,54.0,37.0,55.0,42.0,53.0,35.0,54.0,36.0,54.0,35.0,50.0,40.0,44.5,55.0,32,22.390,46.206,50
1787048290.000,2026-08-18T10:18:10.000Z,gnb1,5,pre,295000,1,0.0,0.0,1.3,855588,1666488,74,0.72,15,50.0,39.0,49.0,39.0,49.0,38.0,48.0,38.0,49.0,40.0,47.0,39.0,49.0,37.0,53.0,40.0,53.0,36.0,53.0,38.0,54.0,38.0,54.0,36.0,53.0,40.0,54.0,36.0,53.0,39.0,49.0,41.0,44.719,54.0,32,22.390,46.206,50
1787048291.000,2026-08-18T10:18:11.000Z,gnb1,10,pre,185000,1,0.0,0.0,1.3,855588,1666488,70,0.69,15,49.0,40.0,48.0,41.0,48.0,37.0,48.0,39.0,48.0,37.0,47.0,38.0,46.0,40.0,53.0,41.0,53.0,41.0,53.0,42.0,53.0,41.0,54.0,40.0,53.0,36.0,53.0,36.0,50.0,41.0,48.0,41.0,44.844,54.0,32,22.390,46.206,50
1787048292.000,2026-08-18T10:18:12.000Z,gnb1,2,pre,405000,1,0.0,0.0,1.3,855588,1666488,77,0.69,15,51.0,38.0,50.0,39.0,50.0,39.0,51.0,40.0,50.0,43.0,47.0,40.0,52.0,39.0,51.0,34.0,55.0,38.0,55.0,39.0,55.0,40.0,55.0,41.0,56.0,40.0,56.0,40.0,56.0,41.0,49.0,34.0,45.75,56.0,32,22.390,46.206,50
1787048293.000,2026-08-18T10:18:13.000Z,gnb1,20,pre,70000,1,0.0,0.0,1.3,855588,1666488,66,0.75,15,49.0,38.0,49.0,40.0,50.0,38.0,49.0,40.0,49.0,39.0,48.0,41.0,48.0,38.0,53.0,39.0,53.0,37.0,53.0,38.0,54.0,40.0,52.0,40.0,52.0,38.0,54.0,37.0,52.0,38.0,51.0,41.0,44.938,54.0,32,22.390,46.206,50
1787048294.000,2026-08-18T10:18:14.000Z,gnb1,1,pre,515000,1,0.0,0.0,1.3,855588,1666488,81,0.62,15,48.0,32.0,49.0,33.0,48.0,37.0,49.0,32.0,48.0,34.0,47.0,32.0,48.0,38.0,53.0,32.0,52.0,32.0,53.0,34.0,54.0,37.0,52.0,34.0,52.0,34.0,54.0,35.0,53.0,35.0,49.0,33.0,42.281,54.0,32,22.390,46.206,50
1787048295.000,2026-08-18T10:18:15.000Z,gnb1,5,pre,300000,1,0.0,0.0,1.3,855588,1666488,74,0.72,15,47.0,38.0,47.0,42.0,47.0,37.0,46.0,43.0,47.0,41.0,45.0,44.0,48.0,45.0,53.0,44.0,52.0,39.0,52.0,44.0,52.0,36.0,53.0,43.0,53.0,40.0,53.0,44.0,53.0,44.0,48.0,42.0,45.688,53.0,32,22.390,46.206,50
1787048296.000,2026-08-18T10:18:16.000Z,gnb1,10,pre,190000,1,0.0,0.0,1.3,855588,1666488,71,0.69,15,51.0,38.0,51.0,38.0,52.0,32.0,49.0,32.0,49.0,33.0,49.0,34.0,50.0,35.0,54.0,39.0,55.0,34.0,54.0,37.0,55.0,31.0,54.0,31.0,54.0,35.0,56.0,34.0,54.0,36.0,52.0,39.0,43.656,56.0,32,22.390,46.206,50
1787048297.000,2026-08-18T10:18:17.000Z,gnb1,2,pre,410000,1,0.0,0.0,1.3,855588,1666488,77,0.69,15,50.0,39.0,49.0,40.0,49.0,37.0,49.0,36.0,49.0,39.0,48.0,36.0,51.0,31.0,53.0,37.0,54.0,39.0,54.0,37.0,54.0,37.0,54.0,35.0,55.0,41.0,56.0,37.0,55.0,32.0,49.0,36.0,44.312,56.0,32,22.390,46.206,50
1787048298.000,2026-08-18T10:18:18.000Z,gnb1,20,pre,75000,1,0.0,0.0,1.3,855588,1666488,67,0.72,15,50.0,41.0,49.0,36.0,48.0,38.0,47.0,39.0,49.0,38.0,47.0,39.0,48.0,37.0,53.0,38.0,53.0,42.0,53.0,36.0,53.0,37.0,54.0,39.0,53.0,37.0,54.0,39.0,53.0,38.0,51.0,40.0,44.656,54.0,32,22.390,46.206,50
1787048299.000,2026-08-18T10:18:19.000Z,gnb1,1,pre,520000,1,0.0,0.0,1.3,855588,1666488,81,0.69,15,48.0,33.0,49.0,39.0,48.0,40.0,49.0,35.0,49.0,38.0,46.0,37.0,47.0,37.0,50.0,36.0,53.0,34.0,52.0,36.0,52.0,39.0,52.0,35.0,52.0,39.0,53.0,40.0,53.0,38.0,48.0,36.0,43.531,53.0,32,22.390,46.206,50
1787048300.000,2026-08-18T10:18:20.000Z,gnb1,5,pre,305000,1,0.0,0.0,1.3,855588,1666488,74,0.66,15,49.0,36.0,48.0,41.0,49.0,43.0,49.0,41.0,46.0,42.0,46.0,40.0,49.0,38.0,53.0,34.0,54.0,37.0,53.0,38.0,54.0,42.0,55.0,38.0,52.0,43.0,55.0,42.0,54.0,39.0,50.0,35.0,45.156,55.0,32,22.390,46.206,50
