timestamp,tti,rnti,event_type,pdsch_nof_prb,pdsch_nof_re,pdsch_tbs,pdsch_mod,pdsch_rv,pusch_rb_start,pusch_rb_len,pusch_nof_re,pusch_tbs,pusch_mod,pusch_rv,pusch_crc,pusch_snr_db,pusch_epre_dbfs,pusch_ta_us,pusch_cfo_hz,pusch_proc_us,pucch_format,pucch_snr_db,pucch_corr,pucch_sr,pucch_cqi,pucch_ack,phr_db,bsr_lc0,bsr_lc1,bsr_lc2,bsr_lc3
2026-08-18T10:31:10.954814,508,0x46,PUSCH,,,,,,2,10,1296,517,4,0,OK,111.4,142.8,0.0,-0.0,99,,,,,,,,,,,
2026-08-18T10:31:10.954874,508,0x46,PHR,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,
2026-08-18T10:31:10.974944,509,0x46,PDSCH,3,450,18,2,0,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T10:31:11.207172,517,0x46,PUCCH,,,,,,,,,,,,,,,,,,1a,111.7,"1.000,",,,1,,,,,
2026-08-18T10:31:11.207270,517,0x46,PDSCH,3,450,73,4,0,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T10:31:11.277347,520,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:11.318292,521,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:11.417253,525,0x46,PUCCH,,,,,,,,,,,,,,,,,,1a,111.8,"1.000,",,,1,,,,,
2026-08-18T10:31:12.105979,540,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:12.454959,548,0x46,PUSCH,,,,,,2,10,1296,517,4,0,OK,111.4,142.7,0.0,-0.0,96,,,,,,,,,,,
2026-08-18T10:31:12.455065,548,0x46,BSR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
2026-08-18T10:31:12.860763,560,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:12.890035,561,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:13.463083,580,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:13.959334,600,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:13.993458,601,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:14.680027,620,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:15.442351,640,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:15.469066,641,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:16.139088,660,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:16.943654,680,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:16.974010,681,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:17.542134,700,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:18.284998,720,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:18.319525,721,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:18.925399,740,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:19.436147,760,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:19.501237,761,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:20.263010,780,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:20.883801,800,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:20.915749,801,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:21.666029,820,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:22.443358,840,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:22.471852,841,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:23.118276,860,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:23.824849,880,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:23.856497,881,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:24.533047,900,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:25.442397,920,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:25.476100,921,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:26.145667,940,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:27.122301,960,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:27.167511,961,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:27.674007,980,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:28.238690,1000,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:28.260515,1001,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:28.737280,1020,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:29.603662,1040,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:29.644548,1041,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:30.265195,1060,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:30.881102,1080,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:30.906867,1081,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:31.397569,1100,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:32.152930,1120,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:32.179097,1121,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:32.671562,1140,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:33.290224,1160,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:33.336483,1161,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:33.921067,1180,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:34.495218,1200,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:34.524904,1201,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:35.343783,1220,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:36.099152,1240,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:36.130383,1241,0x46,PUCCH,,,,,,,,,,,,,,,,,,2,111.8,"1.000,",,,,,,,,
2026-08-18T10:31:36.731713,1260,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
2026-08-18T10:31:37.440697,1280,0x46,PUCCH,,,,,,,,,,,,,,,,,,1,-inf,"0.000,",,,,,,,,
