ue_id,data_source,tput_1M,jitter_1M,loss_1M,eff_1M,tput_10M,jitter_10M,loss_10M,eff_10M,tput_20M,jitter_20M,loss_20M,eff_20M,tput_50M,jitter_50M,loss_50M,eff_50M,tput_100M,jitter_100M,loss_100M,eff_100M,tput_200M,jitter_200M,loss_200M,eff_200M,tput_300M,jitter_300M,loss_300M,eff_300M,tput_400M,jitter_400M,loss_400M,eff_400M,tput_500M,jitter_500M,loss_500M,eff_500M,ping_avg_ms,ping_min_ms,ping_max_ms,ping_mdev_ms,ping_load_avg_ms,ping_load_mdev_ms,ran_pucch_snr_db,ran_pucch_cqi,ran_pucch_ta_us,ran_pusch_snr_db,ran_pusch_mcs,ran_pusch_tbs,ran_pusch_nof_re,ran_pusch_ta_us,ran_pdsch_nof_prb,ran_pdsch_nof_re,ran_pdsch_mcs,ran_pdsch_tbs,ran_prb_util_pct,ran_dl_brate_bps,ran_ul_brate_bps,ran_proc_rss_kB,ran_proc_vmem_kB,ran_sys_mem_pct,ran_sys_load,ran_thread_count,ran_cpu_max,ran_cpu_mean,ran_cpu_p95,ue_ip,c_rnti,ue_pid,ue_rss_kB,ue_vsz_kB,srsue_proc_rss_kB,srsue_proc_vsz_kB,srsue_proc_cpu_total_pct,srsue_proc_cpu_user_pct,srsue_proc_cpu_sys_pct,srsue_proc_vol_ctxsw_s,srsue_proc_nonvol_ctxsw_s,srsue_proc_schedrun_ns,srsue_proc_schedwait_ns,srsue_proc_threads,srsue_proc_vmlock_kB,gnb1_node_cpu_user_pct,gnb1_node_cpu_sys_pct,gnb1_node_cpu_softirq_pct,gnb1_node_cpu_idle_pct,gnb1_node_mem_used_MB,gnb1_node_swap_used_MB,gnb1_node_load1,gnb1_node_intr_per_s,gnb1_node_ctxt_per_s,gnb1_node_softirq_NET_RX_per_s,gnb1_node_softirq_NET_TX_per_s,gnb1_node_softirq_SCHED_per_s,gnb1_node_net_rx_bytes_s,gnb1_node_net_tx_bytes_s,gnb1_node_temp_package0_C,gnb1_node_temp_package1_C,gnb1_node_temp_core_max_C,gnb1_node_cpu0_pct,gnb1_node_cpu1_pct,gnb1_node_cpu2_pct,gnb1_node_cpu3_pct,gnb1_node_cpu4_pct,gnb1_node_cpu5_pct,gnb1_node_cpu6_pct,gnb1_node_cpu7_pct,gnb1_node_cpu8_pct,gnb1_node_cpu9_pct,gnb1_node_cpu10_pct,gnb1_node_cpu11_pct,gnb1_node_cpu12_pct,gnb1_node_cpu13_pct,gnb1_node_cpu14_pct,gnb1_node_cpu15_pct,gnb1_node_cpu16_pct,gnb1_node_cpu17_pct,gnb1_node_cpu18_pct,gnb1_node_cpu19_pct,gnb1_node_cpu20_pct,gnb1_node_cpu21_pct,gnb1_node_cpu22_pct,gnb1_node_cpu23_pct,gnb1_node_cpu24_pct,gnb1_node_cpu25_pct,gnb1_node_cpu26_pct,gnb1_node_cpu27_pct,gnb1_node_cpu28_pct,gnb1_node_cpu29_pct,gnb1_node_cpu30_pct,gnb1_node_cpu31_pct,sysmon_cpu_total_pct,sysmon_mem_used_pct,sysmon_load1,sysmon_load5,sysmon_load15,sysmon_rx_bytes_s,sysmon_tx_bytes_s,sysmon_total_srsenb_procs,sysmon_sum_dl_brate_bps,sysmon_sum_ul_brate_bps,sysmon_mean_proc_rss_kB,sysmon_max_proc_rss_kB,core_node_cpu_user_pct,core_node_cpu_sys_pct,core_node_mem_used_MB,core_node_temp_package0_C,core_node_intr_per_s,core_node_ctxt_per_s,core_proc_cpu_total_pct,core_proc_rss_kB
27,real,1.001,20.977,23.71,0.764,10.0,13.644,92.29,0.771,19.999,12.303,95.85,0.83,49.995,15.193,98.41,0.795,99.992,13.679,98.89,1.11,199.984,12.661,99.57,0.86,299.986,14.09,99.44,1.68,399.968,13.767,99.69,1.24,499.982,15.201,99.47,2.65,737.608,377.442,1415.685,275.12,710.471,205.378,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855448.0,1666488.0,63.0,0.72,15.0,50.0,45.45,50.0,10.45.0.28,0x46,157461.0,979684.0,1719972.0,980008.0,1719972.0,21.762349570200573,9.265444126074499,12.496905444126075,1.0303724928366762,0.1644699140401146,601001073.8438395,117308254.72063038,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
28,"imputed_rates:1,10,20,50,100,200,300,400",1.001,23.908,44.99,0.551,10.0,14.248,92.44,0.756,19.999,8.897,96.07,0.787,49.995,18.898,97.87,1.066,99.993,15.133,98.93,1.068,199.985,11.528,99.39,1.224,299.982,11.364,99.47,1.581,399.972,21.799,99.28,2.88,499.946,34.52,98.82,5.899,1768.07,737.983,2679.983,486.05,1524.735,443.482,111.8,15.0,0.0,,,,,,,,,,,,,,,,,,,,,10.45.0.29,0x46,157527.0,979548.0,1719972.0,979936.0,1719972.0,17.092063037249282,7.175472779369627,9.916590257879657,1.0303724928366762,0.12836676217765042,516241481.5859599,81828037.76217765,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
29,"imputed_rates:1,10,20,50,100,200,300,400,500",1.001,23.685,28.73,0.713,10.0,17.914,90.96,0.904,19.999,16.2,95.31,0.939,49.996,18.899,97.77,1.117,99.992,14.391,99.17,0.834,199.985,13.295,99.51,0.98,299.979,22.704,99.78,0.666,399.97,15.055,99.34,2.644,499.961,18.418,99.61,1.935,1063.053,645.949,1505.56,256.623,1030.635,369.153,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.66,,,,,10.45.0.30,0x46,157618.0,979788.0,1719972.0,980128.0,1719972.0,19.386332378223496,8.231776504297994,11.154555873925501,1.0303724928366762,0.1510028653295129,577816187.286533,128521972.19340974,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
30,real,1.001,12.552,0.0,1.001,10.0,10.32,89.58,1.042,19.999,9.527,94.61,1.078,49.995,10.42,97.83,1.085,99.992,12.583,98.84,1.16,199.983,11.756,98.99,2.02,299.976,12.719,99.57,1.29,399.965,11.99,99.68,1.28,499.949,12.552,99.64,1.8,520.103,244.022,853.775,174.152,523.609,156.008,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855584.0,1666488.0,63.0,0.72,15.0,48.0,43.36,48.0,10.45.0.31,0x46,157696.0,979580.0,1719972.0,979920.0,1719972.0,21.939183381088824,10.191160458452723,11.748022922636101,1.0303724928366762,0.18452722063037247,739534512.2177651,164115629.27363896,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
31,imputed_rates:1,1.001,24.735,26.3,0.738,10.0,32.564,94.06,0.594,19.999,27.985,96.9,0.62,49.996,29.846,97.05,1.475,99.991,26.522,98.31,1.69,199.985,30.311,97.79,4.42,299.971,35.596,98.28,5.16,399.974,34.565,98.56,5.76,499.966,31.887,99.7,1.5,1736.63,897.488,2844.977,578.959,1326.664,435.102,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.56,15.0,55.0,55.0,55.0,10.45.0.32,0x46,157768.0,979540.0,1719972.0,979924.0,1719972.0,18.785974212034386,7.543151862464184,11.2428223495702,1.0303724928366762,0.1498567335243553,560182689.9770774,128934959.73352435,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
32,real,1.001,22.126,27.69,0.724,10.0,23.302,92.1,0.79,19.999,14.815,96.35,0.73,49.995,20.314,98.41,0.795,99.992,18.166,99.1,0.9,199.985,21.389,99.11,1.78,299.968,22.512,99.07,2.79,399.976,18.796,99.6,1.6,499.963,22.104,99.52,2.4,766.466,405.949,1275.544,245.76,760.47,221.825,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.66,15.0,63.0,43.82,63.0,10.45.0.33,0x46,157846.0,979812.0,1719972.0,980136.0,1719972.0,21.43641833810888,9.11189111747851,12.324527220630372,1.0303724928366762,0.19512893982808022,645873629.0730659,106877334.42979942,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
33,"imputed_rates:1,10,20,50,100,200,300",1.001,20.98,49.53,0.505,10.0,13.08,90.21,0.979,19.999,14.154,96.69,0.661,49.995,16.703,97.9,1.052,99.991,16.437,99.18,0.82,199.984,11.464,99.38,1.242,299.979,14.742,99.47,1.599,399.969,25.04,99.08,3.68,499.976,16.615,99.1,4.5,1009.393,568.428,1457.769,296.248,992.741,295.698,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.69,15.0,74.0,50.89,74.0,10.45.0.34,0x46,157918.0,979624.0,1719972.0,979948.0,1719972.0,19.9778223495702,8.323424068767908,11.654398280802292,1.0303724928366762,0.17965616045845273,624836509.0114614,105193005.8495702,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
34,real,1.001,8.698,0.0,1.001,10.0,7.116,85.57,1.443,19.999,8.022,92.47,1.506,49.995,7.54,96.65,1.675,99.992,6.101,98.23,1.77,199.987,7.207,98.84,2.32,299.99,6.166,99.51,1.47,399.973,8.389,99.38,2.48,499.947,6.372,99.59,2.05,447.235,233.027,669.847,128.626,487.024,49.243,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855320.0,1666488.0,63.0,0.72,15.0,54.0,48.67,54.0,10.45.0.35,0x46,157985.0,979884.0,1719972.0,980248.0,1719972.0,26.040945558739253,11.949985673352435,14.09095988538682,1.0300859598853866,0.15730659025787963,694147652.2020057,166128312.6590258,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
35,real,1.001,25.847,32.54,0.675,10.0,28.333,92.95,0.705,19.999,19.221,96.55,0.69,49.996,33.639,98.56,0.72,99.993,35.576,99.21,0.79,199.982,29.026,99.41,1.18,299.976,17.75,99.52,1.44,399.959,22.582,99.45,2.2,499.993,22.005,99.65,1.75,882.615,460.409,1281.275,251.462,864.817,250.638,111.8,15.0,0.0,,,,,,,,,,,,,,,,,,,,,10.45.0.36,0x46,158061.0,979516.0,1719972.0,979824.0,1719972.0,19.068295128939827,8.33919770773639,10.729097421203438,1.0300859598853866,0.12320916905444126,598877882.5186247,107985642.64183381,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
36,real,1.001,19.193,12.72,0.874,10.0,14.821,91.02,0.898,19.999,11.671,95.62,0.876,49.995,11.257,97.67,1.165,99.991,12.313,98.79,1.21,199.982,12.554,99.34,1.32,299.976,10.322,99.66,1.02,399.975,11.928,99.5,2.0,499.963,11.525,99.66,1.7,641.052,311.032,926.943,176.501,569.562,200.643,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855448.0,1666488.0,63.0,0.62,15.0,48.0,48.0,48.0,10.45.0.37,0x46,158170.0,979496.0,1719972.0,979868.0,1719972.0,23.001547277936965,10.08981375358166,12.9117335243553,1.0302292263610315,0.1630372492836676,615169543.0759312,105798624.62320916,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
37,real,1.001,18.628,3.23,0.969,10.0,13.033,90.28,0.972,19.999,15.039,95.17,0.966,49.997,9.811,97.94,1.03,99.991,14.873,99.04,0.96,199.988,16.533,99.36,1.28,299.974,18.439,99.65,1.05,399.964,11.966,99.67,1.32,499.966,14.237,99.55,2.25,488.099,235.717,739.115,147.679,545.688,151.598,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.72,15.0,52.0,44.0,52.0,10.45.0.38,0x46,158264.0,979524.0,1719972.0,979840.0,1719972.0,24.037922636103154,10.684942693409742,13.35297994269341,1.029942693409742,0.14269340974212033,583367363.8366762,97874841.995702,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
38,"imputed_rates:1,10,20,50,100,200,300,400,500",1.001,17.959,29.26,0.708,10.0,20.872,94.26,0.574,19.999,11.325,96.5,0.7,49.995,19.065,99.69,0.153,99.992,22.564,99.2,0.799,199.985,15.473,99.48,1.048,299.976,17.762,99.35,1.941,399.971,28.531,99.17,3.304,499.971,11.479,99.51,2.45,1063.963,507.151,1785.999,315.595,1029.497,423.983,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.63,,,,,10.45.0.39,0x46,158340.0,979676.0,1719972.0,979994.2521489972,1719972.0,18.752951289398283,8.54093123209169,10.21202005730659,1.0302292263610313,0.12865329512893983,747836951.773639,132861770.07449856,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
39,real,1.001,23.176,23.6,0.765,10.0,14.487,91.64,0.836,19.999,14.491,95.87,0.826,49.995,14.895,98.0,1.0,99.992,14.025,99.0,1.0,199.986,12.948,99.49,1.02,299.984,18.699,99.46,1.62,399.96,12.601,99.23,3.08,499.981,12.739,99.63,1.85,711.115,386.727,1066.35,214.221,711.68,212.335,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.62,15.0,61.0,43.19,61.0,10.45.0.40,0x46,158438.0,979624.0,1719972.0,979932.1661891118,1719972.0,21.310257879656163,10.095845272206303,11.214412607449857,1.0302292263610313,0.14756446991404013,694434872.1189111,127445706.64183381,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
41,real,1.001,26.671,27.69,0.724,10.0,16.643,92.43,0.757,19.999,22.566,96.1,0.78,49.997,22.544,97.91,1.045,99.992,23.227,99.08,0.92,199.982,16.633,99.33,1.34,299.982,25.152,99.75,0.75,399.973,23.677,99.78,0.88,499.943,17.614,99.2,4.0,848.811,471.228,1387.441,249.275,752.58,228.431,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.66,,,,,10.45.0.41,0x46,158638.0,979616.0,1719972.0,979887.5186246418,1719972.0,23.183581661891118,10.49256446991404,12.691017191977076,1.0303724928366762,0.16045845272206305,607770183.2722063,100206202.51289399,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
42,real,1.001,20.914,24.89,0.752,10.0,15.995,91.8,0.82,19.999,14.615,95.72,0.856,49.995,14.616,98.4,0.8,99.992,14.465,98.87,1.13,199.985,14.268,99.31,1.38,299.975,16.172,99.29,2.13,399.969,14.049,99.75,1.0,499.968,20.991,99.73,1.35,723.179,417.477,1074.758,205.468,761.583,214.279,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855448.0,1666488.0,63.0,0.69,15.0,62.0,62.0,62.0,10.45.0.42,0x46,158729.0,978992.0,1719972.0,979239.3065902579,1719972.0,23.079369627507162,10.56961318051576,12.509756446991403,1.0303724928366762,0.17765042979942694,716826413.7449857,138256785.37679082,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
43,"imputed_rates:1,10,20,50,100,200,300,400,500",1.001,22.111,16.93,0.831,10.0,19.252,90.86,0.914,19.999,15.219,95.37,0.926,49.996,19.543,97.45,1.277,99.992,15.603,99.18,0.821,199.983,16.337,99.43,1.132,299.981,13.265,99.38,1.86,399.969,15.496,99.79,0.844,499.969,13.069,99.69,1.57,1561.118,801.787,2776.732,555.882,1374.016,396.631,111.8,15.0,0.0,,,,,,,,,,,,,,,,,,,,,10.45.0.43,0x46,158819.0,979668.0,1719972.0,979901.111747851,1719972.0,18.250458452722064,7.687449856733525,10.563008595988538,1.0302292263610313,0.17478510028653296,757830574.9942694,200111789.82378224,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
44,"imputed_rates:20,50,100,200,400,500",1.001,34.352,46.77,0.533,10.0,29.177,93.1,0.69,19.999,19.128,94.53,1.095,49.995,22.085,97.95,1.025,99.992,21.166,98.81,1.195,199.984,2.866,99.18,1.64,299.972,35.121,98.9,3.3,399.97,12.886,99.77,0.932,499.957,16.778,99.59,2.065,1543.365,688.459,2847.496,605.386,1427.891,455.602,111.8,15.0,0.0,,,,,,,,,,,0.0,0.0,855452.0,1666488.0,63.0,0.59,15.0,62.0,47.0,62.0,10.45.0.44,0x46,158916.0,979872.0,1719972.0,980064.4183381089,1719972.0,19.919040114613182,8.176203438395415,11.742836676217765,1.0302292263610313,0.14756446991404013,713294004.0100286,149116266.743553,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
45,"imputed_rates:1,10,20,50,100",1.001,16.952,36.17,0.639,10.0,12.581,93.14,0.686,19.999,12.662,96.07,0.786,49.995,17.452,98.47,0.763,99.993,13.372,99.45,0.551,199.983,30.313,99.69,0.62,299.978,26.163,98.73,3.81,399.966,31.083,99.43,2.28,499.969,28.317,99.22,3.9,1657.8,832.889,2868.722,557.083,1434.074,434.15,111.8,15.0,0.0,,,,,,,,,,,,,,,,,,,,,10.45.0.45,0x46,159002.0,979616.0,1719972.0,979832.8653295129,1719972.0,20.355472779369627,8.622965616045844,11.732507163323783,1.0300859598853869,0.15616045845272206,838710284.286533,227897174.6948424,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
46,real,1.001,19.145,14.55,0.855,10.0,16.402,91.28,0.872,19.999,11.325,95.61,0.878,49.995,15.047,98.22,0.89,99.991,17.087,99.07,0.93,199.987,12.569,99.25,1.5,299.99,19.035,99.46,1.62,399.977,14.724,99.59,1.64,499.983,16.147,99.58,2.1,582.215,274.861,1098.995,215.466,609.092,185.657,111.8,15.0,0.0,,,,,,,,,,,,,,,,,,,,,10.45.0.46,0x46,159111.0,979644.0,1719972.0,979776.223495702,1719972.0,21.910329512893984,10.566762177650428,11.343567335243554,1.0302292263610315,0.14240687679083094,683434304.6017191,135600338.5329513,17.0,1719948.0,11.513,17.113,3.608,67.762,40797.089,50.8,13.382,691186.571,1538220.549,53755.836,6913.876,7677.77,1008553.929,1639.064,68.597,60.394,56.304,38.656,22.474,38.371,22.216,37.676,22.143,37.186,22.442,37.573,22.294,35.947,22.33,37.009,22.729,43.35,22.238,45.489,22.669,44.825,22.713,45.647,21.926,45.644,22.194,44.678,22.383,46.68,22.428,44.316,22.737,38.723,22.818,31.957,62.601,14.005,14.014,13.967,1396531.609,784.568,50.0,17063.558,11180089.905,831035.002,855587.381,0.03,0.027,1620.801,61.748,332.154,430.513,0.098,25018.482
