ue_id,gnb,timestamp,tti,event,rnti,pdsch_nof_prb,pdsch_tbs,pdsch_mcs,pdsch_rv,pusch_rb_start,pusch_rb_len,pusch_tbs,pusch_mod,pusch_snr,pusch_proc_us,pucch_snr,pucch_cqi,pucch_f,phr_val,bsr_val
50,gnb1,2026-08-19T09:47:16.203584,481,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:16.308016,488,PUSCH,0x46,,,,,2,8,517,4,111.4,240,,,,,
50,gnb1,2026-08-19T09:47:16.324968,489,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:47:16.344198,490,PDSCH,0x46,3,113,4,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:47:16.497022,500,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:47:16.617570,508,PUSCH,0x46,,,,,2,8,517,4,111.4,184,,,,,
50,gnb1,2026-08-19T09:47:16.617607,508,PHR,,,,,,,,,,,,,,,,
50,gnb1,2026-08-19T09:47:16.630091,509,PDSCH,0x46,3,18,2,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:47:16.802481,521,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:16.846004,524,PDSCH,0x46,3,73,4,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:47:17.108550,540,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:47:17.244336,548,PUSCH,0x46,,,,,2,8,517,4,111.4,301,,,,,
50,gnb1,2026-08-19T09:47:17.438308,561,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:18.053003,601,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:18.658438,641,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:19.268855,681,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:19.892982,721,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:20.511153,761,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:21.102880,801,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:21.728006,841,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:22.352527,881,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:22.969038,921,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:23.614389,961,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:24.239021,1001,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:24.869582,1041,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:25.481425,1081,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:26.089814,1121,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:26.724829,1161,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:27.349106,1201,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:27.990169,1241,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:28.622244,1281,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:29.258552,1321,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:29.880952,1361,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:30.511440,1401,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:31.126965,1441,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:31.749907,1481,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:32.356649,1521,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:32.988029,1561,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:33.596519,1601,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:34.205455,1641,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:34.815856,1681,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:35.431986,1721,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:36.026886,1761,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:36.648940,1801,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:37.247652,1841,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:37.845606,1881,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:38.463299,1921,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:39.055785,1961,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:39.668630,2001,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:40.249922,2041,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:40.857464,2081,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:41.469254,2121,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:42.107734,2161,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:42.726172,2201,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:43.325458,2241,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:43.916833,2281,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:44.546416,2321,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:45.155307,2361,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:45.779914,2401,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:46.416980,2441,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:47.047883,2481,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:47.653722,2521,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:48.282132,2561,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:48.884615,2601,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:49.468586,2641,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:50.056882,2681,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:50.671481,2721,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:51.291731,2761,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:51.903009,2801,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:52.540034,2841,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:53.157573,2881,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:53.797837,2921,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:54.409594,2961,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:55.044218,3001,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:55.650707,3041,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:56.252670,3081,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:56.892444,3121,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:57.490256,3161,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:58.129745,3201,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:58.757735,3241,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:59.348167,3281,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:47:59.975597,3321,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:48:00.258194,3340,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:00.376963,3348,PUSCH,0x46,,,,,2,8,517,4,111.4,476,,,,,
50,gnb1,2026-08-19T09:48:00.377080,3348,PHR,,,,,,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:00.386251,3349,PDSCH,0x46,3,85,4,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:00.558300,3360,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:00.578413,3361,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:48:00.680697,3368,PUSCH,0x46,,,,,2,8,517,4,111.4,255,,,,,
50,gnb1,2026-08-19T09:48:00.695683,3369,PDSCH,0x46,3,121,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:00.854042,3380,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:00.966627,3388,PUSCH,0x46,,,,,2,8,517,4,111.4,301,,,,,
50,gnb1,2026-08-19T09:48:01.013789,3391,PDSCH,0x46,3,63,4,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.145284,3399,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.164496,3400,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:01.180910,3401,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:48:01.290447,3408,PUSCH,0x46,,,,,2,8,517,4,111.4,160,,,,,
50,gnb1,2026-08-19T09:48:01.290453,3408,PHR,,,,,,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.308138,3409,PDSCH,0x46,3,121,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.473498,3420,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:01.592432,3428,PUSCH,0x46,,,,,2,8,517,4,111.4,188,,,,,
50,gnb1,2026-08-19T09:48:01.608213,3429,PDSCH,0x46,3,73,4,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.775147,3440,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:01.791549,3441,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb1,2026-08-19T09:48:01.887253,3448,PUSCH,0x46,,,,,2,8,517,4,111.4,215,,,,,
50,gnb1,2026-08-19T09:48:01.899722,3449,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.912626,3450,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.930937,3451,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:01.943379,3452,PDSCH,0x46,6,437,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.072144,3460,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.196999,3468,PUSCH,0x46,,,,,2,8,517,4,111.4,291,,,,,
50,gnb1,2026-08-19T09:48:02.197083,3468,PHR,,,,,,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.209266,3469,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.210005,3469,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.224261,3470,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.238910,3471,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.257155,3472,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.271287,3473,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.338694,3477,PUSCH,0x46,,,,,2,1,113,4,117.9,245,,,,,
50,gnb1,2026-08-19T09:48:02.338743,3477,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.358750,3478,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.370221,3479,PDSCH,0x46,15,1063,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.387156,3480,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.402976,3481,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2a,,
50,gnb1,2026-08-19T09:48:02.462070,3485,PUSCH,0x46,,,,,2,1,113,4,117.9,56,,,,,
50,gnb1,2026-08-19T09:48:02.475710,3486,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.500795,3488,PUSCH,0x46,,,,,2,7,437,4,114.2,235,,,,,
50,gnb1,2026-08-19T09:48:02.500853,3488,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.521251,3489,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.521839,3489,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.538294,3490,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.549721,3491,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.570275,3492,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.583883,3493,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.598709,3494,PUSCH,0x46,,,,,2,4,293,4,117.9,227,,,,,
50,gnb1,2026-08-19T09:48:02.598797,3494,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.599220,3494,PDSCH,0x46,30,2385,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.610611,3495,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.611250,3495,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.627462,3496,PUSCH,0x46,,,,,2,7,437,4,114.2,184,,,,,
50,gnb1,2026-08-19T09:48:02.627570,3496,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.628172,3496,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.644267,3497,PUSCH,0x46,,,,,2,3,249,4,117.9,209,,,,,
50,gnb1,2026-08-19T09:48:02.644827,3497,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.659740,3498,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.681965,3499,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.700917,3500,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.734157,3502,PUSCH,0x46,,,,,2,4,293,4,117.9,159,,,,,
50,gnb1,2026-08-19T09:48:02.734770,3502,PDSCH,0x46,45,3422,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.748951,3503,PUSCH,0x46,,,,,2,3,249,4,117.9,106,,,,,
50,gnb1,2026-08-19T09:48:02.749507,3503,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.765500,3504,PUSCH,0x46,,,,,2,7,437,4,114.3,189,,,,,
50,gnb1,2026-08-19T09:48:02.765593,3504,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.766180,3504,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.780878,3505,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.781433,3505,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.794914,3506,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.809473,3507,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.825290,3508,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.838696,3509,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.852248,3510,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.866550,3511,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.886014,3512,PUSCH,0x46,,,,,2,8,573,4,111.4,297,,,,,
50,gnb1,2026-08-19T09:48:02.886137,3512,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.886892,3512,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.902280,3513,PUSCH,0x46,,,,,2,3,233,4,117.9,127,,,,,
50,gnb1,2026-08-19T09:48:02.902342,3513,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.902885,3513,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.915744,3514,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:02.916399,3514,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.933039,3515,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.950393,3516,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.967235,3517,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.979975,3518,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:02.993426,3519,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.009913,3520,PUSCH,0x46,,,,,2,8,573,4,111.4,233,,,,,
50,gnb1,2026-08-19T09:48:03.009998,3520,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.010009,3520,PHR,,,,,,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.010517,3520,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.027010,3521,PUSCH,0x46,,,,,10,7,501,4,104.5,328,,,,,
50,gnb1,2026-08-19T09:48:03.027089,3521,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.027719,3521,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.039778,3522,PUSCH,0x46,,,,,2,3,233,4,117.9,158,,,,,
50,gnb1,2026-08-19T09:48:03.040354,3522,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.058597,3523,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.059160,3523,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.074895,3524,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.090018,3525,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.109073,3526,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.124389,3527,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.138670,3528,PUSCH,0x46,,,,,2,8,573,4,111.4,280,,,,,
50,gnb1,2026-08-19T09:48:03.138755,3528,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.139401,3528,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.153285,3529,PUSCH,0x46,,,,,2,14,807,4,107.4,456,,,,,
50,gnb1,2026-08-19T09:48:03.153347,3529,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.153969,3529,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.169500,3530,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.185569,3531,PUSCH,0x46,,,,,2,0,13,2,117.7,113,,,,,
50,gnb1,2026-08-19T09:48:03.186135,3531,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.197837,3532,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.198548,3532,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.211712,3533,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.227282,3534,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.262306,3536,PUSCH,0x46,,,,,2,8,573,4,111.4,273,,,,,
50,gnb1,2026-08-19T09:48:03.262425,3536,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.262988,3536,PDSCH,0x46,33,2577,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.277272,3537,PUSCH,0x46,,,,,2,24,1572,4,106.6,645,,,,,
50,gnb1,2026-08-19T09:48:03.277365,3537,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.277999,3537,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.291056,3538,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.291743,3538,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.309261,3539,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb1,2026-08-19T09:48:03.319193,3540,PUSCH,0x46,,,,,2,3,249,4,117.9,233,,,,,
50,gnb1,2026-08-19T09:48:03.319302,3540,BSR,0x46,,,,,,,,,,,,,,,0
50,gnb1,2026-08-19T09:48:03.319827,3540,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
