ue_id,gnb,timestamp,tti,event,rnti,pdsch_nof_prb,pdsch_tbs,pdsch_mcs,pdsch_rv,pusch_rb_start,pusch_rb_len,pusch_tbs,pusch_mod,pusch_snr,pusch_proc_us,pucch_snr,pucch_cqi,pucch_f,phr_val,bsr_val
50,gnb2,2026-08-19T09:50:35.169072,342,PDSCH,0x2,3,11,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:35.437822,352,PUSCH,0x46,,,,,2,2,7,2,117.8,93,,,,,
50,gnb2,2026-08-19T09:50:35.490611,354,PDSCH,0x46,3,32,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:35.621172,361,PUCCH_CQI,0x46,,,,,,,,,,,-inf,0,2,,
50,gnb2,2026-08-19T09:50:36.624928,388,PUSCH,0x46,,,,,2,44,157,2,109.0,335,,,,,
50,gnb2,2026-08-19T09:50:36.624939,388,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:36.651386,389,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:36.674901,390,PDSCH,0x46,6,51,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:37.028953,401,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:37.242106,408,PUSCH,0x46,,,,,2,8,517,4,111.4,143,,,,,
50,gnb2,2026-08-19T09:50:37.338910,409,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:37.401297,410,PDSCH,0x46,3,41,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:37.997496,428,PUSCH,0x46,,,,,2,8,517,4,111.4,92,,,,,
50,gnb2,2026-08-19T09:50:38.027153,429,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:38.054978,430,PDSCH,0x46,3,26,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:38.403000,441,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:38.704877,448,PUSCH,0x46,,,,,2,8,517,4,111.4,97,,,,,
50,gnb2,2026-08-19T09:50:38.704902,448,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:38.745087,449,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:38.775377,450,PDSCH,0x46,3,18,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:39.329798,468,PUSCH,0x46,,,,,2,8,517,4,111.4,88,,,,,
50,gnb2,2026-08-19T09:50:39.351661,469,PDSCH,0x46,3,22,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:39.928535,481,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:40.144103,488,PUSCH,0x46,,,,,2,8,517,4,111.4,116,,,,,
50,gnb2,2026-08-19T09:50:40.183907,489,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:40.220869,490,PDSCH,0x46,3,113,4,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:40.793866,508,PUSCH,0x46,,,,,2,8,517,4,111.4,189,,,,,
50,gnb2,2026-08-19T09:50:40.793867,508,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:40.811518,509,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:40.830402,510,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:41.046723,518,PDSCH,0x46,3,73,4,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:50:41.179005,521,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:42.153417,548,PUSCH,0x46,,,,,2,8,517,4,111.4,173,,,,,
50,gnb2,2026-08-19T09:50:42.797769,561,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:44.204286,601,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:45.617376,641,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:47.317294,681,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:48.882299,721,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:50.527742,761,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:51.940300,801,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:53.749281,841,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:55.165062,881,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:56.877958,921,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:50:58.686772,961,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:00.717320,1001,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:02.092564,1041,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:03.751055,1081,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:05.444112,1121,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:07.002732,1161,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:08.317416,1201,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:09.977680,1241,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:11.480375,1281,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:12.829410,1321,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:14.669513,1361,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:16.103878,1401,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:17.464033,1441,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:18.971757,1481,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:20.567052,1521,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:22.259710,1561,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:24.523361,1601,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:26.270937,1641,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:28.226836,1681,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:29.778677,1721,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:30.131880,1728,PUSCH,0x46,,,,,2,8,517,4,111.4,181,,,,,
50,gnb2,2026-08-19T09:51:30.131896,1728,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:30.194066,1729,PDSCH,0x46,3,145,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:30.879482,1748,PUSCH,0x46,,,,,2,8,517,4,111.4,171,,,,,
50,gnb2,2026-08-19T09:51:30.921763,1749,PDSCH,0x46,3,121,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:31.333796,1761,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:31.528503,1768,PUSCH,0x46,,,,,2,8,517,4,111.4,88,,,,,
50,gnb2,2026-08-19T09:51:31.582993,1770,PDSCH,0x46,3,63,4,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:31.797687,1779,PDSCH,0x46,3,7,2,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:32.042461,1788,PUSCH,0x46,,,,,2,8,517,4,111.4,86,,,,,
50,gnb2,2026-08-19T09:51:32.042555,1788,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:32.066052,1789,PDSCH,0x46,3,121,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:32.357756,1801,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:32.536502,1808,PUSCH,0x46,,,,,2,8,517,4,111.4,89,,,,,
50,gnb2,2026-08-19T09:51:32.557878,1809,PDSCH,0x46,3,73,4,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:33.168203,1828,PUSCH,0x46,,,,,2,8,517,4,111.4,88,,,,,
50,gnb2,2026-08-19T09:51:33.204492,1829,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:33.231475,1830,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:33.259998,1831,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:33.286418,1832,PDSCH,0x46,6,437,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:33.698735,1841,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:34.029962,1848,PUSCH,0x46,,,,,2,8,517,4,111.4,123,,,,,
50,gnb2,2026-08-19T09:51:34.030022,1848,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.118842,1849,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.186281,1850,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.235584,1851,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.283581,1852,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.323707,1853,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.460488,1857,PUSCH,0x46,,,,,2,1,113,4,118.0,111,,,,,
50,gnb2,2026-08-19T09:51:34.492627,1858,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:34.749154,1859,PDSCH,0x46,15,1063,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.022358,1865,PUSCH,0x46,,,,,2,1,113,4,118.0,55,,,,,
50,gnb2,2026-08-19T09:51:35.139387,1868,PUSCH,0x46,,,,,2,7,437,4,114.2,186,,,,,
50,gnb2,2026-08-19T09:51:35.183975,1869,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.246473,1870,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.305255,1871,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.353869,1872,PDSCH,0x46,24,1836,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.447501,1874,PUSCH,0x46,,,,,2,4,293,4,117.9,137,,,,,
50,gnb2,2026-08-19T09:51:35.525854,1875,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.579206,1876,PUSCH,0x46,,,,,2,7,437,4,114.2,71,,,,,
50,gnb2,2026-08-19T09:51:35.579513,1876,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.616423,1877,PUSCH,0x46,,,,,2,3,249,4,118.0,104,,,,,
50,gnb2,2026-08-19T09:51:35.616685,1877,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.656043,1878,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.692507,1879,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.727297,1880,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.766501,1881,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:35.810475,1882,PUSCH,0x46,,,,,2,4,293,4,117.9,53,,,,,
50,gnb2,2026-08-19T09:51:35.810701,1882,PDSCH,0x46,27,2052,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.870020,1883,PUSCH,0x46,,,,,2,3,249,4,117.9,88,,,,,
50,gnb2,2026-08-19T09:51:35.870324,1883,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.921743,1884,PUSCH,0x46,,,,,2,7,437,4,114.3,78,,,,,
50,gnb2,2026-08-19T09:51:35.922006,1884,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:35.969958,1885,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.012348,1886,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.053417,1887,PDSCH,0x46,36,2769,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.348164,1892,PUSCH,0x46,,,,,2,8,573,4,111.4,207,,,,,
50,gnb2,2026-08-19T09:51:36.383335,1893,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.421032,1894,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.449793,1895,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.477300,1896,PDSCH,0x46,9,325,4,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.620649,1901,PUSCH,0x46,,,,,10,9,621,4,104.5,191,,,,,
50,gnb2,2026-08-19T09:51:36.620699,1901,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.650294,1902,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.679077,1903,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.699344,1904,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.722106,1905,PDSCH,0x46,42,3182,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.805658,1909,PUSCH,0x46,,,,,2,9,621,4,110.0,95,,,,,
50,gnb2,2026-08-19T09:51:36.826978,1910,PUSCH,0x46,,,,,2,3,249,4,118.0,93,,,,,
50,gnb2,2026-08-19T09:51:36.827243,1910,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.866917,1911,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.894121,1912,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.925912,1913,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:36.953988,1914,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.057219,1917,PUSCH,0x46,,,,,2,9,621,4,110.0,167,,,,,
50,gnb2,2026-08-19T09:51:37.116352,1918,PUSCH,0x46,,,,,2,8,517,4,111.4,164,,,,,
50,gnb2,2026-08-19T09:51:37.152376,1919,PUSCH,0x46,,,,,2,3,249,4,117.9,49,,,,,
50,gnb2,2026-08-19T09:51:37.152644,1919,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.185806,1920,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.217371,1921,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2a,,
50,gnb2,2026-08-19T09:51:37.217680,1921,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.240138,1922,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.263430,1923,PDSCH,0x46,21,1527,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.314390,1925,PUSCH,0x46,,,,,2,9,621,4,110.0,93,,,,,
50,gnb2,2026-08-19T09:51:37.338587,1926,PUSCH,0x46,,,,,2,4,269,4,117.9,121,,,,,
50,gnb2,2026-08-19T09:51:37.338863,1926,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.360999,1927,PUSCH,0x46,,,,,2,8,517,4,111.4,110,,,,,
50,gnb2,2026-08-19T09:51:37.361263,1927,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.382230,1928,PUSCH,0x46,,,,,2,3,249,4,117.9,48,,,,,
50,gnb2,2026-08-19T09:51:37.382491,1928,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.405263,1929,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.430636,1930,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.447075,1931,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.467101,1932,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.486064,1933,PUSCH,0x46,,,,,2,9,621,4,110.0,92,,,,,
50,gnb2,2026-08-19T09:51:37.486338,1933,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.504770,1934,PUSCH,0x46,,,,,2,8,573,4,111.4,95,,,,,
50,gnb2,2026-08-19T09:51:37.505026,1934,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.525858,1935,PUSCH,0x46,,,,,2,11,749,4,108.5,167,,,,,
50,gnb2,2026-08-19T09:51:37.526187,1935,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.547560,1936,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.588226,1937,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:37.842223,1938,PDSCH,0x46,21,1527,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.255328,1942,PDSCH,0x46,18,1431,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.420224,1948,PUSCH,0x46,,,,,2,8,517,4,111.4,89,,,,,
50,gnb2,2026-08-19T09:51:38.441188,1949,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.473838,1950,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.515529,1951,PDSCH,0x46,45,3542,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.867855,1957,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.867861,1957,PUSCH,0x46,,,,,2,24,1572,4,106.6,589,,,,,
50,gnb2,2026-08-19T09:51:38.900157,1958,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.933216,1959,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.964474,1960,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:38.989458,1961,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2,,
50,gnb2,2026-08-19T09:51:38.989745,1961,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.017927,1962,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.044392,1963,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.075957,1964,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.104132,1965,PUSCH,0x46,,,,,2,24,1572,4,106.6,319,,,,,
50,gnb2,2026-08-19T09:51:39.104458,1965,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.132763,1966,PUSCH,0x46,,,,,2,3,249,4,117.9,95,,,,,
50,gnb2,2026-08-19T09:51:39.133065,1966,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.160017,1967,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.187925,1968,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.210735,1969,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.232225,1970,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.254422,1971,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.288415,1972,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.315123,1973,PUSCH,0x46,,,,,2,24,1572,4,106.6,214,,,,,
50,gnb2,2026-08-19T09:51:39.315302,1973,PDSCH,0x46,21,1692,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.341979,1974,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.342219,1975,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.368539,1976,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.425612,1977,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.454132,1978,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.482576,1979,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.503942,1980,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.526197,1981,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.561367,1982,PDSCH,0x46,21,1527,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.759124,1988,PUSCH,0x46,,,,,2,8,517,4,111.4,85,,,,,
50,gnb2,2026-08-19T09:51:39.799156,1989,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.827204,1990,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.856179,1991,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.884392,1992,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.912445,1993,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.942342,1994,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:39.974586,1995,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.014581,1996,PDSCH,0x46,39,3062,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.057040,1997,PUSCH,0x46,,,,,2,14,871,4,107.4,169,,,,,
50,gnb2,2026-08-19T09:51:40.088344,1998,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.120030,1999,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.148634,2000,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.178917,2001,PUCCH_CQI,0x46,,,,,,,,,,,111.8,15,2a,,
50,gnb2,2026-08-19T09:51:40.179165,2001,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.205499,2002,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.236072,2003,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.267596,2004,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.293986,2005,PUSCH,0x46,,,,,2,14,871,4,107.4,133,,,,,
50,gnb2,2026-08-19T09:51:40.294240,2005,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.319442,2006,PUSCH,0x46,,,,,2,3,217,4,117.9,59,,,,,
50,gnb2,2026-08-19T09:51:40.319717,2006,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.339545,2007,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.360564,2008,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.381726,2009,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.402032,2010,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.424076,2011,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.445594,2012,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.466328,2013,PUSCH,0x46,,,,,2,14,871,4,107.4,139,,,,,
50,gnb2,2026-08-19T09:51:40.466331,2013,PHR,,,,,,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.466584,2013,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.488853,2014,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.513227,2015,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.535696,2016,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.558120,2017,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.581842,2018,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.640247,2019,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.674477,2020,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.705911,2021,PDSCH,0x46,47,4395,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.732448,2022,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.761087,2023,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
50,gnb2,2026-08-19T09:51:40.791647,2024,PDSCH,0x46,50,4587,6,0,,,,,,,,,,,
